Fundos,Setor,Preço Atual (R$),Liquidez Diária (R$),P/VP,Último Dividendo,Dividend Yield,DY (3M) Acumulado,DY (6M) Acumulado,DY (12M) Acumulado,DY (3M) média,DY (6M) média,DY (12M) média,DY Ano,Variação Preço,Rentab. Período,Rentab. Acumulada,Patrimônio Líquido,VPA,P/VPA,DY Patrimonial,Variação Patrimonial,Rentab. Patr. Período,Rentab. Patr. Acumulada,Quant. Ativos,Volatilidade,Num. Cotistas,Tax. Gestão,Tax. Performance,Tax. Administração
MBRF11,Lajes Corporativas,N/A,N/A,N/A,"0,50","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,N/A,"1.136,01",N/A,"0,88 %","-0,17 %","0,71 %","10,03 %",0,N/A,0,N/A,N/A,N/A
MCCI11,Papéis,"90,93","2.363.177,70","0,97","1,00","1,11 %","3,34 %","6,68 %","13,50 %","1,11 %","1,11 %","1,13 %","10,24 %","5,95 %","7,13 %","41,29 %","1.583.325.856,34","93,36","0,97","1,07 %","0,93 %","2,01 %","6,75 %",14,"16,20",110.036,"0,80 % a.a","0,20 % a.a","20,00 % a.a"
MCEM11,Shoppings,"65,76","73.089,30","1,86","0,67","1,02 %","2,78 %","4,28 %","9,56 %","0,93 %","0,86 %","1,91 %","4,28 %","0,29 %","1,31 %","30,90 %","104.500.880,75",N/A,N/A,N/A,N/A,N/A,N/A,14,"616,67",190,N/A,"1,30 % a.a","20,00 % a.a"
MCHF11,Papéis,"9,10","1.778.820,09","0,14","2,59","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","1,51 %","0,00 %","0,00 %",N/A,"118.155.565,38","10,38","0,88","0,67 %","9,15 %","9,88 %","12,93 %",1,"7,84",8.102,"0,77 % a.a","0,18 % a.a","20,00 % a.a"
MCHY11,Papéis,"8,58","4.789.731,61","0,72","0,10","1,39 %","3,81 %","7,19 %","13,89 %","1,27 %","1,20 %","1,16 %","13,89 %","-12,22 %","-11,00 %","-21,94 %","1.060.212.799,64","9,50","0,90","1,05 %","-90,53 %","-90,43 %","-89,35 %",1,"26,95",93.666,"1,10 % a.a","0,20 % a.a","20,00 % a.a"
MCLO11,Imóveis Industriais e Logísticos,"10,21","435.598,75","0,74","0,08","0,75 %","1,73 %","2,69 %","2,69 %","0,58 %","0,54 %","0,54 %","2,69 %","0,00 %","0,00 %",N/A,"1.714.340.780,46",N/A,N/A,N/A,N/A,N/A,N/A,5,"29,51",205,N/A,N/A,N/A
MCRE11,Papéis,"8,83","1.957.568,39","0,87","0,11","1,25 %","3,85 %","7,80 %","16,42 %","1,28 %","1,30 %","1,37 %","12,14 %","3,65 %","4,95 %","55,36 %","1.133.916.111,87",N/A,N/A,N/A,N/A,N/A,N/A,1,"21,35",81.899,"1,10 % a.a","0,20 % a.a","20,00 % a.a"
MFAI11,Fundo de Fundos,"69,98","11.326,82","0,99","34,18","48,84 %","0,00 %","0,00 %","48,84 %","0,00 %","0,00 %","4,07 %","56,24 %","2,66 %","52,79 %","89,75 %","27.463.042,22",N/A,N/A,"0,00 %","-100,00 %","0,00 %","0,00 %",14,"8,61",2.301,N/A,"1,00 % a.a","20,00 % a.a"
MFII11,Fundo de Desenvolvimento,"78,70","832.398,30","0,76","1,07","1,31 %","3,95 %","8,03 %","16,54 %","1,32 %","1,34 %","1,38 %","13,80 %","1,67 %","3,00 %","11,69 %","618.668.337,07","103,76","0,76","1,02 %","-1,86 %","-0,86 %","9,61 %",1,"21,92",32.711,N/A,"2,00 % a.a","20,00 % a.a"
MGCR11,Papéis,"9,40","259.145,59","0,15","0,33","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","8,00 %","0,00 %","0,00 %",N/A,"118.155.565,38","9,78","0,96","1,02 %","-89,08 %","-88,97 %","-88,55 %",14,"14,56",8.102,N/A,N/A,N/A
MGFF11,Fundo de Fundos,"69,99","2.558.695,75","1,10","4,26","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"118.155.565,38","73,54","0,95","0,71 %","2,57 %","3,29 %","-0,09 %",14,"8,07",8.102,N/A,"0,20 % a.a","20,00 % a.a"
MGHT11,Hotéis,"17,06","24.875,87","0,71","0,13","0,42 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","7,24 %","-14,42 %","-14,07 %","-21,90 %","31.268.518,46","50,81","0,34","0,26 %","-40,63 %","-40,48 %","-43,69 %",1,"52,49",4.167,N/A,"1,20 % a.a","20,00 % a.a"
MGLG11,Imóveis Industriais e Logísticos,"40,99","55.314,19","0,55","0,35","0,86 %","2,58 %","4,56 %","11,69 %","0,86 %","0,76 %","0,97 %","0,86 %","-3,60 %","-2,77 %","-2,77 %","116.088.485,68","61,55","0,67","0,57 %","57,54 %","58,43 %","-18,62 %",2,"27,79",3.712,N/A,"1,00 % a.a",N/A
MGRI11,Indefinido,"58,18",N/A,"0,93","1,49","0,00 %","0,00 %","5,58 %","19,66 %","0,00 %","0,93 %","1,64 %","12,42 %","0,00 %","0,00 %",N/A,"17.780.340,81",N/A,N/A,N/A,N/A,N/A,N/A,1,"4,40",1,"0,85 % a.a","0,14 % a.a",N/A
MINT11,Educacional,"96,50","2.171,20","0,99","14,67","15,20 %","0,00 %","0,00 %","15,20 %","0,00 %","0,00 %","7,60 %","19,77 %","-5,85 %","8,46 %","14,95 %","50.527.673,91",N/A,N/A,N/A,N/A,N/A,N/A,3,"14,20",94,"0,80 % a.a","0,15 % a.a",N/A
MMPD11,Indefinido,N/A,N/A,N/A,"1,44","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"59.508.153,90",N/A,N/A,N/A,N/A,N/A,N/A,14,N/A,102,N/A,N/A,N/A
MORE11,Fundo de Fundos,"76,21","1.327.577,67","1,19","6,02","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"118.155.565,38","86,87","0,88","0,81 %","4,88 %","5,72 %","2,91 %",14,"2,67",8.102,N/A,"1,00 % a.a","20,00 % a.a"
MXRF11,Papéis,"9,52","9.276.449,35","1,01","0,10","1,03 %","3,12 %","6,39 %","12,89 %","1,04 %","1,07 %","1,07 %","10,69 %","1,35 %","2,40 %","26,98 %","4.154.120.032,52","9,50","1,00","1,05 %","-6,03 %","-5,04 %","0,50 %",3,"12,20",1.325.308,N/A,"0,90 % a.a",N/A
NAVT11,Papéis,"71,40","23.739,78","0,83","0,75","1,08 %","3,53 %","6,66 %","14,08 %","1,18 %","1,11 %","1,17 %","10,29 %","-0,57 %","0,50 %","33,69 %","52.378.812,55","85,55","0,83","0,88 %","-4,50 %","-3,66 %","-2,56 %",14,"33,82",2.557,N/A,"1,00 % a.a","20,00 % a.a"
NCHB11,Papéis,"7,97","63.111,70","0,82","0,11","1,34 %","4,06 %","7,73 %","15,13 %","1,35 %","1,29 %","1,26 %","4,06 %","11,10 %","12,58 %","10,18 %","148.979.591,77","9,75","0,82","1,02 %","-89,12 %","-89,01 %","-88,60 %",14,"17,09",11.451,N/A,"1,10 % a.a",N/A
NCRI11,Papéis,"8,90","2.795,30","0,91","0,10","1,20 %","3,67 %","7,63 %","15,58 %","1,22 %","1,27 %","1,30 %","11,72 %","0,00 %","1,20 %","28,18 %","39.369.320,92",N/A,N/A,N/A,N/A,N/A,N/A,1,"39,46",1.203,N/A,N/A,N/A
NELO11,Logística,N/A,N/A,N/A,"36,47","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"451.528.275,60","1.029,24",N/A,"2,47 %","0,00 %","0,00 %","0,00 %",57,N/A,2,N/A,N/A,N/A
NEWL11,Imóveis Industriais e Logísticos,"104,49","223.119,91","0,80","0,95","0,91 %","2,74 %","5,57 %","11,80 %","0,91 %","0,93 %","0,98 %","9,81 %","-0,08 %","0,83 %","18,91 %","365.027.569,88","129,89","0,80","0,73 %","8,16 %","8,95 %","24,34 %",3,"15,20",9.870,N/A,"0,95 % a.a","20,00 % a.a"
NEWU11,Lajes Corporativas,"97,00","3.088,07","1,14","0,20","0,21 %","0,67 %","0,93 %","1,53 %","0,67 %","0,93 %","0,13 %","1,35 %","1,04 %","1,25 %","25,67 %","62.338.346,02","84,01","1,15","0,24 %","20,69 %","20,97 %","29,64 %",3,"50,63",1.101,N/A,N/A,N/A
NEXG11,Agricultura,"133,00","96.488,10","1,33","1,00","0,75 %","2,27 %","4,55 %","9,48 %","0,76 %","0,76 %","0,79 %","6,73 %","0,90 %","1,65 %","21,53 %","70.230.317,61","100,54","1,32","0,97 %","0,00 %","0,00 %","0,00 %",0,"28,05",636,"1,00 % a.a","0,16 % a.a","20,00 % a.a"
NSLU11,Hospitalar,"207,55","324.333,39","0,97","1,62","0,79 %","2,69 %","5,69 %","12,21 %","0,90 %","0,95 %","1,02 %","10,11 %","15,75 %","16,67 %","56,11 %","271.974.851,84","210,30","0,99","0,79 %","5,72 %","6,55 %","13,06 %",1,"23,98",5.340,N/A,"2,50 % a.a",N/A
NUIF11,Indefinido,"93,85","73.780,78",N/A,"1,20","1,34 %","0,00 %","3,97 %","11,33 %","0,00 %","0,66 %","0,94 %","7,74 %","5,15 %","6,56 %","14,64 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"30,23",0,N/A,N/A,N/A
NVHO11,Hospitalar,"12,11","1.582,52","0,73","0,09","0,72 %","2,13 %","4,35 %","8,88 %","0,71 %","0,73 %","0,74 %","7,35 %","-2,34 %","-1,64 %","8,22 %","689.752.069,73","16,62","0,73","0,52 %","19,14 %","19,76 %","40,13 %",4,"62,78",1.810,N/A,N/A,N/A
NVIF11B,Fundo de Desenvolvimento,"227,50",N/A,"0,86","1,11","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"88.829.544,94","263,28","0,86","0,42 %","-15,74 %","-15,38 %","5,40 %",2,N/A,7,N/A,N/A,N/A
NVRP11,Indefinido,"150,00","5.250,00",N/A,"64,73","107,40 %","0,00 %","0,00 %","107,40 %","0,00 %","0,00 %","107,40 %","107,40 %","0,00 %","0,00 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"350,95",0,N/A,N/A,N/A
OBAL11,Imóveis Residenciais,"1.095,00","1.095,00","0,84","81,96","0,00 %","0,00 %","0,00 %","7,34 %","0,00 %","0,00 %","3,67 %","7,34 %","0,00 %","0,00 %",N/A,"183.832.807,05",N/A,N/A,N/A,N/A,N/A,N/A,4,"17,89",104,N/A,N/A,N/A
OCRE11,Papéis,"94,68","9.317,13","1,09","0,68","0,72 %","2,16 %","4,75 %","9,35 %","0,72 %","0,79 %","0,78 %","7,56 %","-3,39 %","-2,69 %","15,33 %","36.780.525,58",N/A,N/A,N/A,N/A,N/A,N/A,1,"78,34",468,N/A,N/A,N/A
OGHY11,Indefinido,"8,72","22.847,10","0,14","9,40","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,99 %","0,00 %","0,00 %",N/A,"118.155.565,38",N/A,N/A,N/A,N/A,N/A,N/A,14,"57,14",8.102,N/A,N/A,N/A
OGIN11,Misto,"8,26","87.566,30",N/A,"0,08","0,99 %","0,99 %","2,52 %","7,38 %","0,99 %","0,42 %","0,62 %","4,60 %","0,50 %","1,49 %","-10,43 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"22,19",0,N/A,N/A,N/A
OIAG11,Indefinido,"8,31","125.543,17","0,84","0,12","1,43 %","4,30 %","8,70 %","17,66 %","1,43 %","1,45 %","1,47 %","13,21 %","4,82 %","6,32 %","39,91 %","88.536.763,62","9,80","0,85","1,12 %","0,00 %","0,00 %","0,00 %",0,"16,85",12.516,N/A,"1,10 % a.a","20,00 % a.a"
ONDV11,Exploração de Imóveis,"10,50","3.278,64","0,90","0,13","1,25 %","2,52 %","2,52 %","2,52 %","0,84 %","0,42 %","0,36 %","2,52 %","1,66 %","2,93 %","2,93 %","12.065.662,11",N/A,N/A,N/A,N/A,N/A,N/A,14,"51,51",299,N/A,N/A,N/A
ONEF11,Lajes Corporativas,"200,03","114.431,47","3,13","2,85","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"118.155.565,38","182,79","1,09","17,78 %","-9,26 %","6,88 %","30,26 %",14,"9,40",8.102,N/A,N/A,N/A
OPTM11,Misto,N/A,N/A,N/A,"0,14","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"4.473.691,89",N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,14,N/A,N/A,N/A
ORPD11,Fundo de Desenvolvimento,"93,00","402,75","0,66","1,38","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"41.018.624,14","124,68","0,75","1,11 %","0,95 %","2,06 %","2,06 %",14,"24,80",6,N/A,N/A,N/A
OUFF11,Fundo de Fundos,"61,10","264.340,11","0,96","0,76","1,25 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","7,10 %","-1,44 %","-0,20 %","-4,01 %","118.155.565,38","78,55","0,78","0,96 %","3,49 %","4,49 %","11,00 %",1,"0,13",8.102,N/A,"0,35 % a.a","30,00 % a.a"
OUJP11,Papéis,"75,46","284.344,96","0,76","1,20","1,58 %","4,15 %","8,70 %","17,36 %","1,38 %","1,45 %","1,45 %","14,74 %","-2,59 %","-1,05 %","27,91 %","326.486.265,62","100,38","0,75","1,00 %","0,49 %","1,49 %","16,64 %",14,"17,13",26.298,N/A,"1,05 % a.a","20,00 % a.a"
OULG11,Imóveis Industriais e Logísticos,"38,00","132.435,13","0,61","0,02","0,05 %","0,69 %","0,69 %","3,02 %","0,69 %","0,69 %","0,25 %","3,02 %","0,26 %","0,31 %","24,24 %","153.019.907,85","61,67","0,62","0,03 %","-7,83 %","-7,80 %","-14,65 %",2,"25,23",3.385,N/A,"1,00 % a.a",N/A
OURE11,Misto,"78,20","224.923,68","1,23","1,09","1,39 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","8,68 %","3,84 %","5,28 %","19,42 %","118.155.565,38","100,43","0,78","1,08 %","10,33 %","11,52 %","23,93 %",1,"6,17",8.102,N/A,"0,95 % a.a","25,00 % a.a"
PABY11,Fundo de Desenvolvimento,"10,00","90,00","0,23","0,13",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"-23.711.416,83","251,42","0,04","0,00 %","1,74 %","1,74 %","5,49 %",15,"46,91",502,N/A,N/A,N/A
PATA11,Misto,"10,29","8.393,87","1,02","0,10","0,99 %","3,02 %","6,00 %","12,52 %","1,01 %","1,00 %","1,04 %","10,65 %","-1,91 %","-0,94 %","8,95 %","17.090.510,25",N/A,N/A,N/A,N/A,N/A,N/A,14,"83,82",258,N/A,N/A,N/A
PATB11,Lajes Corporativas,N/A,N/A,N/A,"3,69","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"854.748.837,46",N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,1,N/A,N/A,N/A
PATC11,Fundo de Desenvolvimento,"39,00","50.390,35","0,96","0,05","0,13 %","0,39 %","1,39 %","4,01 %","0,39 %","0,23 %","0,33 %","3,11 %","1,28 %","1,41 %","19,52 %","143.195.272,92","41,18","0,95","0,12 %","-46,09 %","-46,03 %","-48,47 %",4,"12,15",5.160,N/A,"1,18 % a.a",N/A
PATL11,Imóveis Industriais e Logísticos,"58,99","403.679,04","0,61","0,57","0,95 %","2,92 %","6,68 %","14,56 %","0,97 %","1,11 %","1,21 %","11,98 %","0,67 %","1,63 %","60,42 %","481.534.117,15","96,47","0,61","0,59 %","-1,68 %","-1,10 %","6,31 %",4,"24,70",25.627,N/A,"1,13 % a.a",N/A
PCAS11,Indefinido,N/A,N/A,N/A,"428,57","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"269.535.947,33",N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,100,N/A,N/A,N/A
PEMA11,Papéis,"31,56","848,00","0,52","0,41","1,31 %","4,11 %","9,53 %","21,62 %","1,37 %","1,59 %","1,80 %","16,71 %","-19,08 %","-18,02 %","2,57 %","33.523.574,59",N/A,N/A,N/A,N/A,N/A,N/A,14,"143,92",293,N/A,N/A,N/A
PFIN11,Indefinido,"79,70","1.425.983,00",N/A,"0,75","0,99 %","1,97 %","1,97 %","4,01 %","0,66 %","0,33 %","0,33 %","1,97 %","-1,14 %","-0,16 %","21,29 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"18,17",0,N/A,"0,60 % a.a",N/A
PICE11,Indefinido,"32,01","55.262,26",N/A,"0,50","1,35 %","1,35 %","1,35 %","2,51 %","0,45 %","0,23 %","0,21 %","2,51 %","7,50 %","8,95 %","1,37 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"42,34",0,N/A,"1,30 % a.a",N/A
PLAG11,Indefinido,"50,25","118.557,04","0,81","0,48","0,94 %","2,96 %","5,90 %","12,55 %","0,99 %","0,98 %","1,05 %","10,40 %","3,03 %","4,00 %","37,92 %","336.008.103,84",N/A,N/A,N/A,N/A,N/A,N/A,12,"9,82",15.616,N/A,"1,00 % a.a",N/A
PLCA11,Indefinido,"70,19","57.444,22","0,73","1,00","1,41 %","4,24 %","7,45 %","16,60 %","1,41 %","1,24 %","1,38 %","13,74 %","0,13 %","1,54 %","29,99 %","53.328.217,93","95,74","0,73","1,04 %","0,00 %","0,00 %","0,00 %",0,"17,00",2.515,N/A,"1,15 % a.a","10,00 % a.a"
PLCR11,Papéis,"78,20","864.020,00","0,94","5,23","0,00 %","0,00 %","3,48 %","10,63 %","0,00 %","0,58 %","0,89 %","8,48 %","0,00 %","0,00 %",N/A,"175.914.246,15","83,40","0,94","1,08 %","-8,04 %","-7,05 %","2,32 %",1,"21,53",14.034,N/A,"1,20 % a.a",N/A
PLOG11,Imóveis Industriais e Logísticos,"66,71","70.165,04","0,63","0,70","0,99 %","3,05 %","6,10 %","12,13 %","1,02 %","1,02 %","1,01 %","4,09 %","2,01 %","3,02 %","0,55 %","79.648.071,76","100,39","0,66","0,75 %","-0,02 %","0,72 %","8,77 %",1,"16,63",3.284,N/A,N/A,N/A
PLRI11,Papéis,"10,24","1.421,70","0,70","0,11","0,88 %","0,88 %","0,88 %","34,57 %","0,88 %","0,88 %","2,88 %","34,57 %","-20,67 %","-19,97 %","32,02 %","14.020.160,49","14,69","0,70","0,75 %","-54,32 %","-53,98 %","-60,85 %",1,"137,45",859,N/A,N/A,N/A
PMFO11,Misto,"88,16","83,50","1,02","0,84","0,00 %","0,00 %","1,95 %","7,66 %","0,00 %","0,33 %","0,64 %","4,87 %","0,00 %","0,00 %",N/A,"84.552.233,16",N/A,N/A,N/A,N/A,N/A,N/A,14,"29,43",194,N/A,N/A,N/A
PMIS11,Misto,"7,99","174.284,00","0,87","0,09","1,14 %","3,50 %","7,24 %","14,85 %","1,17 %","1,21 %","1,24 %","12,31 %","4,94 %","6,13 %","20,95 %","137.549.011,72",N/A,N/A,N/A,N/A,N/A,N/A,14,"25,42",6.991,N/A,"1,10 % a.a","20,00 % a.a"
PMLL11,Shoppings,"100,37","1.834.288,22","0,84","0,86","0,85 %","2,60 %","5,14 %","10,40 %","0,87 %","0,86 %","0,87 %","8,73 %","1,18 %","2,04 %","20,76 %","1.697.439.457,50",N/A,N/A,N/A,N/A,N/A,N/A,11,"12,48",126.824,N/A,"0,50 % a.a",N/A
PNCR11,Imóveis Residenciais,"46,76","350.700,00","0,99","1,56","0,00 %","0,00 %","0,00 %","3,15 %","0,00 %","0,00 %","0,26 %","12,84 %","0,00 %","0,00 %",N/A,"23.711.020,40",N/A,N/A,N/A,N/A,N/A,N/A,14,"53,99",113,N/A,N/A,N/A
PNDL11,Fundo de Desenvolvimento,"999,99","3.978.495,00","0,94","3,00","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"153.115.078,56",N/A,N/A,N/A,N/A,N/A,N/A,14,"9,77",55,N/A,N/A,N/A
PNPR11,Fundo de Desenvolvimento,"48,00","4.000.032,00","1,32","19,05","25,23 %","0,00 %","0,00 %","25,23 %","0,00 %","0,00 %","8,41 %","25,23 %","0,00 %","0,00 %",N/A,"32.747.884,33",N/A,N/A,N/A,N/A,N/A,N/A,1,"62,32",16,N/A,N/A,N/A
PNRC11,Indefinido,"59,34","60,00","1,42","0,18","0,00 %","1,11 %","1,11 %","27,05 %","0,37 %","0,19 %","2,25 %","2,81 %","0,00 %","0,00 %",N/A,"17.188.668,21",N/A,N/A,N/A,N/A,N/A,N/A,14,"58,42",105,N/A,N/A,N/A
PORD11,Papéis,"8,01","603.661,83","0,84","0,10","1,24 %","3,55 %","6,96 %","14,28 %","1,18 %","1,16 %","1,19 %","11,78 %","1,77 %","3,03 %","26,05 %","356.340.504,57","9,56","0,84","0,96 %","-90,25 %","-90,16 %","-89,10 %",1,"17,50",45.867,N/A,"0,90 % a.a","15,00 % a.a"
PPEI11,Indefinido,"90,95","258.380,13",N/A,"4,25","5,00 %","0,00 %","5,00 %","10,34 %","0,00 %","0,83 %","1,48 %","5,00 %","13,57 %","19,25 %","19,25 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"31,71",0,"1,00 % a.a","0,10 % a.a",N/A
PQAG11,Imóveis Industriais e Logísticos,"56,99","870,05","1,03","0,47","0,82 %","2,51 %","5,15 %","10,35 %","0,84 %","0,86 %","0,86 %","8,63 %","1,77 %","2,60 %","15,76 %","774.283.312,39","55,34","1,03","0,85 %","-3,35 %","-2,53 %","7,07 %",1,"42,15",464,N/A,"0,20 % a.a",N/A
PQDP11,Shoppings,"2.379,99","250.024,39","0,71","18,42","0,77 %","2,11 %","5,14 %","10,92 %","0,70 %","0,86 %","0,91 %","9,04 %","-0,83 %","-0,07 %","40,33 %","337.127.877,73","3.352,47","0,71","0,55 %","6,98 %","7,57 %","3,99 %",1,"22,16",3.297,N/A,"0,23 % a.a",N/A
PRIF11,Indefinido,"101,00","57.860,14",N/A,"1,00","0,00 %","0,00 %","2,00 %","2,95 %","0,00 %","0,67 %","0,98 %","2,95 %","0,00 %","0,00 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"93,29",0,N/A,N/A,N/A
PRSV11,Lajes Corporativas,"38,50","1.191,95","0,30","14,10","7,58 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","7,58 %","0,00 %","0,00 %",N/A,"32.280.747,79","364,23","0,11","0,44 %","-0,03 %","0,41 %","-3,81 %",1,"89,71",813,N/A,"0,38 % a.a",N/A
PRTS11,Shoppings,"15.002,63","3.866.546.832,20","235,11","0,05","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"118.155.565,38",N/A,N/A,N/A,N/A,N/A,N/A,14,"19,85",8.102,N/A,N/A,N/A
PULV11,Papéis,"8,79","62.019,83","0,88","0,10","1,07 %","3,38 %","6,95 %","14,28 %","1,13 %","1,16 %","1,19 %","12,13 %","2,30 %","3,39 %","13,45 %","120.034.745,14",N/A,N/A,N/A,N/A,N/A,N/A,14,"50,35",949,N/A,"1,50 % a.a","20,00 % a.a"
PVBI11,Lajes Corporativas,"76,20","4.495.149,26","0,71","0,45","0,58 %","1,86 %","3,81 %","8,23 %","0,62 %","0,64 %","0,69 %","6,70 %","4,07 %","4,67 %","19,83 %","2.925.418.503,54","107,83","0,71","0,46 %","4,29 %","4,78 %","13,71 %",7,"21,10",161.188,"0,80 % a.a","0,20 % a.a",N/A
QAGR11,agro,"41,00","258.464,62","0,77","0,46","0,97 %","3,23 %","6,33 %","12,35 %","1,08 %","1,06 %","1,03 %","4,28 %","17,02 %","18,16 %","15,11 %","305.270.267,01","60,57","0,68","0,76 %","8,47 %","9,29 %","8,23 %",12,"9,70",17.348,N/A,"1,00 % a.a",N/A
QAMI11,Papéis,"84,68","67.019,00","1,33","1,00","1,17 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","11,32 %","6,69 %","7,94 %","14,22 %","118.155.565,38","92,80","0,91","1,08 %","1,42 %","2,51 %","14,58 %",14,"112,81",8.102,N/A,N/A,N/A
QIRI11,Papéis,"78,04","6.867,57","1,22","89,64","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","6,90 %","0,00 %","0,00 %",N/A,"118.155.565,38","89,61","0,87","100,03 %","-0,41 %","99,21 %","116,58 %",14,"9,65",8.102,N/A,N/A,N/A
QNTS11,Indefinido,N/A,N/A,N/A,"0,75","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"235.159.267,09",N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,137,N/A,N/A,N/A
RBCO11,Lajes Corporativas,N/A,N/A,N/A,"0,50","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,N/A,"90,22",N/A,"0,22 %","1,03 %","1,25 %","-7,08 %",0,N/A,0,N/A,N/A,N/A
RBDS11,Fundo de Desenvolvimento,"2,80","85,88","0,17","2,35","12,63 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","12,63 %","0,00 %","0,00 %",N/A,"2.066.446,53","22,98","0,12","0,00 %","0,00 %","0,00 %","0,00 %",14,"112,87",821,N/A,N/A,"20,00 % a.a"
RBFF11,Fundo de Fundos,"50,55","581.797,26","0,85","0,51","1,00 %","3,09 %","6,11 %","12,77 %","1,03 %","1,02 %","1,06 %","10,61 %","7,06 %","8,13 %","22,02 %","226.613.726,71","60,44","0,84","0,84 %","-5,31 %","-4,51 %","2,18 %",14,"24,54",26.540,N/A,"0,78 % a.a","20,00 % a.a"
RBGS11,Shoppings,"28,45",N/A,"0,45","0,18","0,62 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,62 %","-1,90 %","-1,29 %","-1,29 %","118.155.565,38","90,78","0,31","0,18 %","0,00 %","0,18 %","1,17 %",14,N/A,8.102,N/A,N/A,N/A
RBHG11,Papéis,"65,44","371.217,43","0,76","0,80","1,21 %","3,61 %","7,22 %","14,70 %","1,20 %","1,20 %","1,23 %","12,33 %","-0,26 %","0,95 %","5,34 %","188.265.268,94","86,84","0,75","0,92 %","-5,69 %","-4,82 %","5,34 %",14,"21,88",8.298,"0,68 % a.a","0,12 % a.a",N/A
RBHY11,Papéis,"74,02","233.482,91","0,83","1,05","1,39 %","4,15 %","8,17 %","16,65 %","1,38 %","1,36 %","1,39 %","13,95 %","-2,05 %","-0,69 %","17,37 %","172.109.491,35","90,89","0,81","1,16 %","-3,43 %","-2,32 %","10,91 %",14,"17,78",3.239,"0,88 % a.a","0,12 % a.a","10,00 % a.a"
RBIF11,Indefinido,"73,64","88.191,74",N/A,"0,95","1,30 %","2,63 %","6,52 %","14,72 %","0,88 %","1,09 %","1,23 %","12,25 %","2,00 %","3,32 %","21,44 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"23,11",0,"0,80 % a.a",N/A,N/A
