Fundos,Setor,Preço Atual (R$),Liquidez Diária (R$),P/VP,Último Dividendo,Dividend Yield,DY (3M) Acumulado,DY (6M) Acumulado,DY (12M) Acumulado,DY (3M) média,DY (6M) média,DY (12M) média,DY Ano,Variação Preço,Rentab. Período,Rentab. Acumulada,Patrimônio Líquido,VPA,P/VPA,DY Patrimonial,Variação Patrimonial,Rentab. Patr. Período,Rentab. Patr. Acumulada,Quant. Ativos,Volatilidade,Num. Cotistas,Tax. Gestão,Tax. Performance,Tax. Administração
EQIR11,Indefinido,"7,92","70.294,83","0,83","0,10","1,25 %","3,89 %","7,88 %","16,08 %","1,30 %","1,31 %","1,34 %","12,08 %","3,36 %","4,65 %","40,50 %","104.295.798,03","9,56","0,83","1,05 %","-2,05 %","-1,02 %","-89,62 %",14,"15,84",9.975,N/A,"1,00 % a.a",N/A
ERCR11,Varejo,"15.707,85",N/A,"1,04","280,72","0,00 %","0,00 %","0,00 %","16,74 %","0,00 %","0,00 %","1,40 %","0,93 %","0,00 %","0,00 %",N/A,"36.038.085,68","15.167,54","1,04","16,87 %","-77,20 %","-73,36 %","-71,74 %",14,"12,50",10,N/A,"0,10 % a.a",N/A
ERPA11,Lajes Corporativas,"124,99","14.198,20","0,78","0,94","0,00 %","1,48 %","2,92 %","6,69 %","0,49 %","0,49 %","0,56 %","4,78 %","0,00 %","0,00 %",N/A,"79.885.581,48","159,48","0,78","0,59 %","16,35 %","17,04 %","43,98 %",2,"43,71",664,N/A,N/A,N/A
ESUD11,Indefinido,"243,00","48.600,00",N/A,"72,93","23,08 %","0,00 %","0,00 %","23,08 %","0,00 %","0,00 %","5,77 %","23,08 %","0,00 %","0,00 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"40,80",0,N/A,N/A,N/A
ESUT11,Indefinido,"32,00","609,52",N/A,"67,49","210,90 %","0,00 %","0,00 %","210,90 %","0,00 %","0,00 %","52,73 %","210,90 %","0,00 %","0,00 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"9,96",0,N/A,"0,35 % a.a",N/A
ESUU11,Indefinido,"32,00","3.200,00",N/A,"63,84","199,49 %","0,00 %","0,00 %","199,49 %","0,00 %","0,00 %","49,87 %","199,49 %","0,00 %","0,00 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"10,03",0,N/A,N/A,N/A
EURO11,Imóveis Industriais e Logísticos,"262,00","35.861,57","0,78","1,75","0,68 %","2,35 %","4,91 %","10,39 %","0,78 %","0,82 %","0,87 %","8,56 %","12,68 %","13,44 %","35,86 %","126.598.401,07","329,74","0,79","0,61 %","1,54 %","2,16 %","13,80 %",7,"28,45",2.062,N/A,N/A,N/A
EVBI11,renda urbana,"9,50","32.194,42","1,03","0,11","1,05 %","2,88 %","5,14 %","9,85 %","0,96 %","0,86 %","0,82 %","9,85 %","5,74 %","6,85 %","23,48 %","411.540.046,98","9,86","0,96","0,96 %","-90,11 %","-90,02 %","-89,22 %",13,"14,99",1.313,"1,00 % a.a",N/A,"10,00 % a.a"
EXES11,Indefinido,"9,79","11.610,09","1,02","0,13","1,30 %","4,10 %","8,43 %","16,65 %","1,37 %","1,41 %","1,39 %","12,77 %","6,38 %","7,77 %","41,37 %","68.610.391,52",N/A,N/A,N/A,N/A,N/A,N/A,14,"16,11",851,N/A,"1,00 % a.a",N/A
FAED11,Educacional,"154,46","49.480,61","0,69","1,66","1,13 %","3,50 %","7,24 %","14,86 %","1,17 %","1,21 %","1,24 %","11,08 %","3,07 %","4,23 %","34,13 %","153.668.464,96","221,94","0,70","0,75 %","1,98 %","2,74 %","9,35 %",4,"20,12",4.132,N/A,N/A,N/A
FAMB11B,Lajes Corporativas,"609,99","47.041,93","0,18","1.001,61","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"424.524.340,32","3.593,26","0,17","0,25 %","0,53 %","0,79 %","12,82 %",1,"47,01",2.173,N/A,"2,50 % a.a",N/A
FAOE11,Indefinido,"926,90",N/A,"14,53","11,16","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"118.155.565,38",N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,8.102,N/A,N/A,N/A
FATN11,Lajes Corporativas,"87,96","845.375,30","0,89","0,80","0,97 %","3,02 %","6,28 %","12,92 %","1,01 %","1,05 %","1,08 %","9,67 %","0,83 %","1,81 %","21,77 %","469.753.390,62","98,41","0,89","0,81 %","-0,61 %","0,20 %","5,67 %",54,"10,18",22.040,N/A,"0,80 % a.a",N/A
FCFL11,Educacional,"127,94","462.737,00","1,03","0,91","0,72 %","2,15 %","4,42 %","9,39 %","0,72 %","0,74 %","0,78 %","6,93 %","-0,26 %","0,46 %","31,37 %","428.124.194,68","123,24","1,04","0,73 %","6,09 %","6,86 %","25,96 %",1,"16,76",3.033,N/A,"0,30 % a.a",N/A
FEXC11,Papéis,"83,50","860.137,12","0,10","0,50","0,00 %","1,08 %","4,14 %","11,48 %","0,36 %","0,69 %","0,96 %","0,00 %","0,00 %","0,00 %",N/A,"1.001.470.167,13","90,75","0,92","0,99 %","-1,13 %","-0,15 %","7,12 %",0,"14,57",36.232,"0,95 % a.a",N/A,N/A
FGAA11,Indefinido,"8,93","857.700,61","0,95","0,12","1,38 %","4,18 %","7,04 %","14,61 %","1,39 %","1,17 %","1,22 %","16,18 %","1,40 %","2,80 %","55,51 %","423.808.467,91","9,40","0,95","1,28 %","0,00 %","0,00 %","0,00 %",0,"13,07",50.185,N/A,"1,15 % a.a","10,00 % a.a"
FIGS11,Shoppings,"48,11","119.386,35","0,64","0,48","0,99 %","3,00 %","6,09 %","12,13 %","1,00 %","1,02 %","1,01 %","10,23 %","2,41 %","3,42 %","20,23 %","217.260.308,72","76,23","0,63","0,63 %","-0,33 %","0,30 %","-19,31 %",2,"17,58",11.866,N/A,"0,50 % a.a",N/A
FIIB11,Imóveis Industriais e Logísticos,"495,99","250.239,09","1,05","3,58","0,72 %","2,13 %","4,51 %","9,30 %","0,71 %","0,75 %","0,78 %","7,69 %","-2,19 %","-1,49 %","16,70 %","326.027.483,71","475,95","1,04","0,75 %","3,13 %","3,91 %","14,26 %",9,"12,74",15.064,N/A,N/A,N/A
FIIP11B,Imóveis Industriais e Logísticos,"161,37","1.172,80","0,73","1,40","0,96 %","2,95 %","5,92 %","10,89 %","0,98 %","0,99 %","0,91 %","4,03 %","-1,78 %","-0,84 %","6,81 %","184.360.354,72","198,84","0,81","0,70 %","6,81 %","7,56 %","8,46 %",7,"11,96",6.586,N/A,N/A,N/A
FISC11,Lajes Corporativas,"65,00","14.207,73","0,57","0,53","0,00 %","0,78 %","3,18 %","7,82 %","0,78 %","0,53 %","0,65 %","5,54 %","0,00 %","0,00 %",N/A,"193.518.904,18","113,83","0,57","0,44 %","-1,07 %","-0,63 %","-0,14 %",5,"92,74",223,N/A,N/A,N/A
FLCR11,Papéis,"95,82","46.410,39","1,02","1,05","1,10 %","3,69 %","7,39 %","15,63 %","1,23 %","1,23 %","1,30 %","11,62 %","-0,14 %","0,96 %","23,90 %","70.905.328,27","94,31","1,02","1,11 %","-4,18 %","-3,11 %","6,55 %",1,"9,25",2.973,N/A,"1,00 % a.a","20,00 % a.a"
FLFL11,Fundo de Desenvolvimento,N/A,N/A,N/A,"0,18","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"475.463.246,61",N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,1,N/A,N/A,N/A
FLMA11,Lajes Corporativas,"146,66","50.493,39","0,67","1,05","0,76 %","2,34 %","4,92 %","10,00 %","0,78 %","0,82 %","0,83 %","7,25 %","4,33 %","5,13 %","19,20 %","304.728.024,50","220,71","0,66","0,46 %","37,73 %","38,37 %","51,02 %",2,"21,77",11.945,N/A,"0,12 % a.a",N/A
FLRP11,Shoppings,"20,50","20.296,52","1,03","0,14","0,69 %","2,07 %","4,89 %","9,38 %","0,69 %","0,82 %","0,78 %","8,00 %","1,95 %","2,65 %","24,87 %","150.359.707,79","20,32","1,01","0,69 %","-98,89 %","-98,88 %","-98,75 %",1,"53,29",1.625,N/A,N/A,N/A
FMOF11,Lajes Corporativas,"73,00","17.485,21","0,63","0,42","0,58 %","1,69 %","3,52 %","7,63 %","0,56 %","0,59 %","0,64 %","7,63 %","-5,07 %","-4,52 %","56,64 %","58.885.360,83","115,91","0,63","0,37 %","-2,26 %","-1,90 %","-4,96 %",2,"75,63",213,N/A,N/A,N/A
FPAB11,Lajes Corporativas,"209,06","2.930,07","0,59","1,35","0,00 %","1,26 %","2,68 %","6,66 %","0,42 %","0,45 %","0,56 %","4,96 %","0,00 %","0,00 %",N/A,"267.905.297,85","357,21","0,59","0,38 %","-4,75 %","-4,39 %","-8,28 %",3,"77,19",700,N/A,N/A,N/A
FPOR11,Indefinido,"23,50","31,00",N/A,"0,07","0,00 %","0,00 %","0,18 %","0,18 %","0,00 %","0,18 %","0,18 %","0,18 %","0,00 %","0,00 %",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,"219,52",0,N/A,N/A,N/A
FRHY11,Indefinido,N/A,N/A,N/A,"1,03","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"2.154.747,78",N/A,N/A,N/A,N/A,N/A,N/A,14,N/A,7,N/A,N/A,N/A
FTCA11,Indefinido,"8,95","76.789,17","0,83","0,13","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"47.318.286,53","10,61","0,84","1,23 %","0,00 %","0,00 %","0,00 %",0,"22,23",7.629,"1,10 % a.a",N/A,N/A
FVPQ11,Shoppings,"66,95","25.474,43","0,42","0,05","0,08 %","1,31 %","5,16 %","11,38 %","0,44 %","0,86 %","0,95 %","9,96 %","-6,91 %","-6,84 %","69,39 %","439.393.195,13","156,92","0,43","0,52 %","-18,39 %","-17,96 %","-16,60 %",1,"29,86",3.907,N/A,"0,12 % a.a",N/A
FYTO11,Papéis,"7,98","137.888,70","0,82","0,10","1,24 %","3,84 %","7,73 %","15,46 %","1,28 %","1,29 %","1,29 %","11,79 %","1,77 %","3,03 %","22,48 %","149.014.899,79",N/A,N/A,N/A,N/A,N/A,N/A,0,"18,05",10.794,N/A,"1,10 % a.a",N/A
FZDA11,Indefinido,"130,00","1.145,73","0,72","4,11","3,40 %","0,00 %","3,40 %","3,40 %","0,00 %","1,70 %","1,70 %","3,40 %","-0,69 %","2,69 %","2,69 %","281.291.241,18","173,55","0,75","2,37 %","0,00 %","0,00 %","0,00 %",0,"71,87",304,N/A,N/A,N/A
FZDB11,Indefinido,"136,38","211.389,00","0,76","4,21","3,32 %","0,00 %","3,32 %","3,32 %","0,00 %","3,32 %","3,32 %","3,32 %","21,43 %","25,46 %","25,46 %","642.223.321,99","168,93","0,81","2,49 %","0,00 %","0,00 %","0,00 %",0,"43,25",116,"0,70 % a.a","0,12 % a.a","15,00 % a.a"
GAME11,Indefinido,"8,51","90.143,30","0,90","0,10","1,12 %","3,37 %","6,86 %","13,93 %","1,12 %","1,14 %","1,16 %","10,48 %","1,55 %","2,69 %","24,09 %","202.914.250,93","9,35","0,91","1,02 %","-4,98 %","-4,01 %","-98,88 %",14,"13,07",21.682,N/A,"1,10 % a.a","20,00 % a.a"
GARE11,Imóveis Industriais e Logísticos,"8,95","4.355.840,87","0,97","0,08","0,92 %","2,77 %","5,64 %","12,28 %","0,92 %","0,94 %","1,02 %","10,04 %","-0,44 %","0,47 %","21,88 %","1.444.862.341,78",N/A,N/A,N/A,N/A,N/A,N/A,4,"14,50",396.183,N/A,"1,00 % a.a","20,00 % a.a"
GCFF11,Fundo de Fundos,"69,30","87.694,83","1,09","3,07","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","4,27 %","0,00 %","0,00 %",N/A,"118.155.565,38","77,31","0,90","0,97 %","-5,00 %","-4,08 %","-7,97 %",1,"1,15",8.102,N/A,N/A,N/A
GCOI11,Indefinido,"98,99","48.109,00","0,97","0,81","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"11.500.236,27",N/A,N/A,N/A,N/A,N/A,N/A,5,"3,49",378,N/A,N/A,N/A
GCRA11,Indefinido,"51,19","65.465,39","0,60","0,66","1,27 %","3,89 %","7,97 %","16,65 %","1,30 %","1,33 %","1,39 %","12,30 %","3,58 %","4,89 %","56,17 %","149.068.440,56","85,14","0,60","0,78 %","-13,12 %","-12,45 %","-1,30 %",0,"23,15",7.223,N/A,"1,15 % a.a","20,00 % a.a"
GCRI11,Papéis,"66,76","148.355,43","0,74","0,85","1,29 %","3,95 %","8,26 %","17,70 %","1,32 %","1,38 %","1,48 %","12,99 %","4,36 %","5,71 %","41,48 %","130.754.083,78","89,94","0,74","0,95 %","-4,69 %","-3,79 %","-1,74 %",14,"18,96",4.337,N/A,"1,00 % a.a","20,00 % a.a"
GESE11B,Educacional,"1.520,00",N/A,"23,82","1.112,72","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"118.155.565,38","1.119,08","1,36","104,32 %","-36,85 %","29,02 %","33,17 %",14,N/A,8.102,N/A,"0,18 % a.a",N/A
GGRC11,Imóveis Industriais e Logísticos,"10,03","3.436.418,39","0,91","0,10","1,01 %","3,10 %","6,22 %","12,68 %","1,03 %","1,04 %","1,06 %","9,47 %","1,96 %","2,99 %","17,47 %","1.683.490.349,43","11,04","0,91","0,91 %","-91,12 %","-91,04 %","-90,80 %",41,"12,94",190.185,"1,10 % a.a",N/A,N/A
GLOG11,Imóveis Industriais e Logísticos,"66,69","170.530,14","0,61","0,41","0,61 %","1,87 %","3,95 %","9,26 %","0,62 %","0,66 %","0,77 %","7,40 %","1,49 %","2,11 %","35,39 %","81.559.641,34",N/A,N/A,N/A,N/A,N/A,N/A,1,"25,30",1.921,N/A,"0,70 % a.a",N/A
GRUL11,Logística,"8,20","218.249,09","0,86","0,08","0,98 %","3,34 %","7,35 %","16,72 %","1,11 %","1,23 %","1,52 %","13,75 %","0,74 %","1,72 %","32,76 %","236.703.354,10",N/A,N/A,N/A,N/A,N/A,N/A,1,"33,38",4.697,"1,00 % a.a","0,15 % a.a",N/A
GRWA11,Indefinido,"7,44","12.680,30","0,76","0,06","0,79 %","2,31 %","4,91 %","12,46 %","0,77 %","0,82 %","1,04 %","8,58 %","-3,19 %","-2,42 %","6,39 %","27.879.741,98","10,11","0,74","0,59 %","0,00 %","0,00 %","0,00 %",0,"31,90",2.182,N/A,"1,15 % a.a","10,00 % a.a"
GSFI11,Shoppings,"9,54","234.445,83","0,72","0,00","0,03 %","0,03 %","0,03 %","0,03 %","0,01 %","0,00 %","0,00 %","0,03 %","0,00 %","0,03 %","0,03 %","1.266.573.292,84","11,90","0,80","0,01 %","0,01 %","0,02 %","0,02 %",9,"14,10",6.327,N/A,"1,00 % a.a",N/A
GTLG11,Imóveis Industriais e Logísticos,"63,99","22.885,25","1,00","60,62","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","37,59 %","0,00 %","0,00 %",N/A,"118.155.565,38","60,62","1,06","100,00 %","-35,83 %","28,33 %","35,22 %",1,"34,61",8.102,N/A,N/A,N/A
GTWR11,Lajes Corporativas,"77,98","813.383,39","0,78","0,90","1,14 %","3,52 %","7,04 %","14,57 %","1,17 %","1,17 %","1,21 %","12,18 %","3,40 %","4,58 %","36,03 %","1.197.269.663,62","99,77","0,78","0,90 %","5,35 %","6,30 %","11,91 %",3,"13,28",35.175,N/A,"0,25 % a.a",N/A
GURB11,Indefinido,"108,00","5.000.076,00","0,85","0,70","0,65 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,65 %","0,00 %","0,00 %",N/A,"144.755.567,77",N/A,N/A,N/A,N/A,N/A,N/A,2,"1,17",1,N/A,N/A,N/A
GZIT11,Indefinido,"44,67","517.747,00","0,49","0,78","1,74 %","5,31 %","10,48 %","22,68 %","1,77 %","1,75 %","1,89 %","16,52 %","3,89 %","5,70 %","51,55 %","1.979.101.764,08",N/A,N/A,N/A,N/A,N/A,N/A,6,"29,84",7.112,N/A,"0,96 % a.a","20,00 % a.a"
HAAA11,Lajes Corporativas,"51,66","2.425,50","0,84","0,08","0,15 %","0,47 %","1,88 %","4,86 %","0,47 %","0,31 %","0,41 %","4,35 %","5,60 %","5,76 %","73,02 %","229.720.484,20","66,49","0,78","0,12 %","-25,84 %","-25,75 %","-24,55 %",2,"72,88",218,N/A,N/A,N/A
HABT11,Papéis,"77,28","950.171,00","0,82","0,95","1,21 %","3,83 %","8,13 %","16,90 %","1,28 %","1,36 %","1,41 %","14,12 %","-0,64 %","0,56 %","34,71 %","777.039.118,42","95,61","0,81","1,10 %","-4,18 %","-3,13 %","13,42 %",14,"16,48",60.506,"1,26 % a.a",N/A,"20,00 % a.a"
HBCR11,Indefinido,"129,39","1.750.047,00","1,04","8,60","6,23 %","6,23 %","7,19 %","16,01 %","2,08 %","1,20 %","1,33 %","14,55 %","0,00 %","0,00 %",N/A,"198.602.719,34",N/A,N/A,N/A,N/A,N/A,N/A,3,"71,86",35,N/A,"0,18 % a.a","20,00 % a.a"
HBRH11,Lajes Corporativas,"90,80","14.627,00","0,80","0,50","0,55 %","1,65 %","6,85 %","9,22 %","0,55 %","1,14 %","0,77 %","9,22 %","1,00 %","1,56 %","2,46 %","316.852.348,31","112,23","0,81","0,45 %","-0,86 %","-0,42 %","7,60 %",5,"13,98",720,N/A,"0,86 % a.a",N/A
HCHG11,Papéis,"74,55","6.169,48","0,80","0,65","0,86 %","2,59 %","6,18 %","13,92 %","0,86 %","1,03 %","1,16 %","11,43 %","-4,91 %","-4,09 %","33,13 %","112.666.831,15","93,89","0,79","0,76 %","-7,15 %","-6,45 %","8,04 %",14,"39,01",596,"0,70 % a.a","0,20 % a.a",N/A
HCRA11,Indefinido,"10,22","0,83","0,13","14,85","145,30 %","0,00 %","147,10 %","241,63 %","0,00 %","24,52 %","20,14 %","233,94 %","2,20 %","150,70 %","11,17 %","55.039.698,98",N/A,N/A,"0,00 %","0,00 %","0,00 %","0,00 %",0,"1.340,71",113,N/A,"1,20 % a.a",N/A
HCRI11,Hospitalar,"279,00","24.667,57","0,86","2,73","0,94 %","3,12 %","6,39 %","13,02 %","1,04 %","1,07 %","1,09 %","9,66 %","11,84 %","12,90 %","34,48 %","65.177.858,47","325,89","0,86","0,84 %","5,82 %","6,71 %","14,20 %",1,"36,77",2.980,N/A,"2,00 % a.a",N/A
HCTR11,Papéis,"22,70","669.153,65","0,22","0,30","1,32 %","4,23 %","8,48 %","20,84 %","1,41 %","1,41 %","1,74 %","16,21 %","-0,91 %","0,39 %","11,14 %","2.300.499.467,21","104,17","0,22","0,29 %","-14,18 %","-13,93 %","1,48 %",14,"37,91",137.472,"0,99 % a.a","0,21 % a.a","10,00 % a.a"
HDEL11,Imóveis Industriais e Logísticos,"100,01","16,67","0,92","14,03","0,00 %","0,00 %","0,00 %","11,84 %","0,00 %","0,00 %","1,69 %","0,00 %","0,00 %","0,00 %",N/A,"91.223.658,80",N/A,N/A,N/A,N/A,N/A,N/A,1,"63,61",108,N/A,"1,50 % a.a","20,00 % a.a"
HFOF11,Fundo de Fundos,"6,12","987.765,48","0,84","0,06","0,91 %","2,81 %","5,69 %","12,06 %","0,94 %","0,95 %","1,01 %","10,03 %","4,05 %","5,00 %","27,22 %","1.675.236.708,81","7,28","0,84","0,77 %","-91,00 %","-90,93 %","-90,55 %",14,"15,05",74.298,N/A,"0,60 % a.a","20,00 % a.a"
HGAG11,Indefinido,"11,34","353,63","0,51","0,06","0,50 %","1,97 %","10,96 %","18,16 %","0,66 %","1,83 %","1,51 %","14,54 %","-21,05 %","-20,66 %","19,45 %","5.832.186,37","23,49","0,48","0,43 %","0,00 %","0,00 %","0,00 %",0,"131,72",1.092,"1,00 % a.a",N/A,"20,00 % a.a"
HGBL11,Misto,"8,77","170.252,78","0,94","0,07","0,82 %","2,51 %","5,22 %","12,22 %","0,84 %","0,87 %","1,02 %","9,15 %","4,02 %","4,87 %","0,51 %","236.588.282,63",N/A,N/A,N/A,N/A,N/A,N/A,1,"15,96",4.618,"0,50 % a.a","0,10 % a.a",N/A
HGBS11,Shoppings,"20,27","2.026.498,70","0,94","0,15","0,73 %","2,32 %","4,80 %","10,24 %","0,77 %","0,80 %","0,85 %","8,47 %","7,15 %","7,94 %","24,86 %","2.783.066.265,17","21,55","0,94","0,70 %","-90,29 %","-90,22 %","-89,17 %",18,"14,72",133.915,N/A,"0,60 % a.a",N/A
HGCR11,Papéis,"94,24","1.833.344,35","0,99","1,05","1,10 %","3,36 %","6,75 %","13,56 %","1,12 %","1,13 %","1,13 %","11,40 %","3,08 %","4,22 %","21,37 %","1.491.699.899,78","96,75","0,97","1,09 %","-4,17 %","-3,13 %","10,15 %",14,"13,35",100.378,N/A,"0,80 % a.a","20,00 % a.a"
HGFF11,Fundo de Fundos,"62,38","1.552.502,00","0,77","1,99","0,00 %","1,07 %","4,03 %","11,40 %","0,36 %","0,67 %","0,95 %","9,29 %","0,00 %","0,00 %",N/A,"231.523.973,64","80,85","0,77","0,84 %","-6,90 %","-6,11 %","-1,10 %",14,"17,67",14.789,N/A,"0,80 % a.a","20,00 % a.a"
HGIC11,Papéis,"67,79","6.173,43","0,59","0,80","1,15 %","3,49 %","6,84 %","14,07 %","1,16 %","1,14 %","1,17 %","10,39 %","1,62 %","2,79 %","-6,50 %","51.127.611,33","110,50","0,61","0,72 %","-3,68 %","-2,98 %","15,35 %",2,"56,93",614,N/A,N/A,N/A
HGLG11,Imóveis Industriais e Logísticos,"159,97","5.611.252,83","1,00","1,10","0,68 %","2,11 %","4,21 %","8,76 %","0,70 %","0,70 %","0,73 %","7,23 %","4,79 %","5,50 %","22,19 %","5.481.068.156,41","162,22","0,99","0,68 %","5,32 %","6,03 %","22,92 %",28,"12,34",511.893,N/A,"0,60 % a.a",N/A
HGPO11,Lajes Corporativas,"137,56","151.276,78","0,97","57,05","48,22 %","0,00 %","0,00 %","48,22 %","0,00 %","0,00 %","4,02 %","62,51 %","5,05 %","55,71 %","101,25 %","251.380.456,77","155,61","0,88","36,66 %","-48,02 %","-28,96 %","-15,36 %",2,"11,70",10.008,N/A,N/A,N/A
HGRE11,Lajes Corporativas,"121,03","1.277.457,52","0,79","0,85","0,69 %","2,21 %","5,92 %","10,97 %","0,74 %","0,99 %","0,91 %","9,33 %","8,93 %","9,68 %","43,89 %","1.840.413.893,02","155,73","0,78","0,55 %","-0,74 %","-0,20 %","0,11 %",13,"20,96",141.119,N/A,"1,00 % a.a",N/A
HGRS11,Imóveis Residenciais,N/A,N/A,N/A,"29,32","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"118.155.565,38","92,86",N/A,"0,00 %","0,00 %","0,00 %","0,00 %",14,N/A,8.102,N/A,N/A,N/A
HGRU11,Misto,"125,84","3.535.209,22","0,99","0,95","0,75 %","2,28 %","5,07 %","10,94 %","0,76 %","0,85 %","0,91 %","9,28 %","1,66 %","2,42 %","30,98 %","2.970.316.021,61","127,82","0,98","0,74 %","4,01 %","4,78 %","19,12 %",103,"13,07",221.186,N/A,"0,70 % a.a","20,00 % a.a"
HILG11,Indefinido,"184,96","186,67","0,91","1,46","0,00 %","0,00 %","1,46 %","5,83 %","0,00 %","0,24 %","0,49 %","3,51 %","0,00 %","0,00 %",N/A,"107.325.507,64",N/A,N/A,N/A,N/A,N/A,N/A,1,"17,18",104,N/A,N/A,N/A
HLOG11,Imóveis Industriais e Logísticos,"8,96","131.907,61","0,82","0,07","0,78 %","2,49 %","4,91 %","9,09 %","0,83 %","0,82 %","0,76 %","8,05 %","8,97 %","9,82 %","25,68 %","468.833.824,98","11,03","0,81","0,63 %","-90,53 %","-90,47 %","-89,43 %",3,"12,83",3.830,N/A,"0,80 % a.a",N/A
HOFC11,Lajes Corporativas,"29,50","513.754,91","0,50","0,21","0,65 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","2,01 %","75,72 %","76,86 %","67,59 %","218.534.150,84",N/A,N/A,N/A,N/A,N/A,N/A,3,"48,21",4.986,N/A,"0,83 % a.a","-1,00 % a.a"
HOSI11,Imóveis Residenciais,"84,95","4.923,95","0,79","0,61","0,72 %","2,26 %","5,08 %","9,73 %","0,75 %","0,85 %","0,81 %","7,49 %","2,65 %","3,39 %","8,03 %","62.213.731,30","108,49","0,78","0,60 %","17,85 %","18,55 %","25,42 %",14,"38,87",1.143,N/A,"0,35 % a.a","20,00 % a.a"
HPDP11,Shoppings,"89,93","8.694.216,28","0,97","0,56","0,62 %","0,62 %","2,54 %","6,45 %","0,62 %","0,42 %","0,54 %","5,19 %","0,00 %","0,00 %",N/A,"303.942.272,29","92,44","0,97","0,61 %","3,56 %","4,19 %","3,95 %",1,"34,96",355,N/A,"0,50 % a.a",N/A
HRDF11,Fundo de Desenvolvimento,"7,78","1.376,27","1,16","6,80","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %","0,00 %",N/A,"10.384.402,31",N/A,N/A,N/A,N/A,N/A,N/A,14,"89,09",897,N/A,"0,75 % a.a",N/A
HREC11,Papéis,"8,20","122.110,09","0,97","0,09","1,01 %","3,06 %","6,40 %","13,33 %","1,02 %","1,07 %","1,11 %","11,15 %","2,19 %","3,22 %","28,56 %","448.972.990,73","8,69","0,94","0,98 %","-90,22 %","-90,13 %","-89,13 %",14,"19,75",2.557,N/A,"0,80 % a.a","20,00 % a.a"
HRES11,Imóveis Residenciais,"145,45","2.140.733,00","1,14","2,19","0,00 %","0,00 %","2,52 %","6,65 %","0,00 %","0,42 %","0,74 %","5,58 %","0,00 %","0,00 %",N/A,"59.741.289,21",N/A,N/A,N/A,N/A,N/A,N/A,14,"2,36",137,N/A,N/A,N/A
HSAF11,Papéis,"78,80","480.730,78","0,91","0,95","1,18 %","3,62 %","7,28 %","15,50 %","1,21 %","1,21 %","1,29 %","13,18 %","2,71 %","3,92 %","34,98 %","222.186.165,58","87,95","0,90","1,08 %","-3,71 %","-2,67 %","6,18 %",14,"23,12",8.689,N/A,"1,00 % a.a","20,00 % a.a"
HSLG11,Imóveis Industriais e Logísticos,"87,70","839.322,22","0,80","0,68","0,77 %","2,45 %","4,83 %","10,51 %","0,82 %","0,81 %","0,88 %","8,55 %","12,14 %","13,01 %","28,94 %","1.395.252.497,09","110,21","0,80","0,60 %","5,02 %","5,65 %","7,12 %",6,"17,68",40.736,N/A,"0,85 % a.a","20,00 % a.a"
HSML11,Shoppings,"84,50","3.602.023,30","0,83","0,68","0,79 %","2,44 %","4,76 %","10,61 %","0,81 %","0,79 %","0,88 %","8,57 %","4,78 %","5,61 %","23,03 %","2.220.513.169,05","103,40","0,82","0,64 %","5,96 %","6,64 %","12,22 %",13,"17,29",186.907,"1,05 % a.a",N/A,"20,00 % a.a"
HSRE11,Misto,"98,00","474.488,65","1,13","0,90","0,92 %","2,64 %","5,74 %","11,39 %","0,88 %","0,96 %","0,95 %","9,00 %","1,03 %","1,96 %","17,62 %","796.625.759,91","89,52","1,09","0,95 %","-6,79 %","-5,90 %","0,08 %",22,"28,76",373,N/A,"0,85 % a.a","20,00 % a.a"
