TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO;Ticker;Nome;Última (R$);Variação;STOCK;DEPARTMENT;IMAGE
POMO4;9,74;6,37;9,17;2,65;1,17;24,70;15,90;13,46;7,77;8,30;0,95;0,32;1,23;4,17;-2,93;1,87;28,89;12,71;12,43;0,44;0,55;0,94;14,78;43,05;62.826.335,61;3,67;1,06;0,42;10.468.755.697,14;POMO4;Marcopolo;9,74;+0,93%;POMO4;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/marcopolo--big.svg
PORT3;18,15;6,12;11,58;3,09;1,28;48,26;34,52;22,19;7,44;9,66;2,21;0,92;2,57;-51,83;-1,50;0,86;26,69;11,06;16,22;0,41;0,59;0,50;12,80;43,10;10.570.982,30;5,87;1,57;0,12;8.039.213.985,00;PORT3;Wilson Sons;18,13;-0,17%;PORT3;Transportes;https://s3-symbol-logo.tradingview.com/wilson-sons-on-eb-nm--big.svg
POSI3;4,53;6,04;-824,59;0,40;0,15;24,99;6,54;-0,02;2,85;5,58;2,73;0,38;0,19;0,50;-0,44;1,93;-0,05;-0,02;7,15;0,38;0,61;0,83;14,00;;3.101.270,96;11,27;-0,01;8,22;642.354.000,00;POSI3;Positivo;4,58;+4,09%;POSI3;Tecnologia Eletrônica;https://s3-symbol-logo.tradingview.com/positivo-tecon--big.svg
PPLA11;0,85;;0,40;239,25;4,34;;;;0,40;0,40;0,00;0,00;;;-239,25;1,00;59.960,00;1.088,20;59.960,00;0,02;0,98;0,00;;;1.901,85;0,00;2,13;0,00;2.392.466,10;PPLA11;PPLA;0,93;+9,41%;PPLA11;;https://s3-symbol-logo.tradingview.com/ppla-unt--big.svg
PRIO3;38,21;;3,23;1,31;0,62;34,70;26,83;73,88;8,91;13,66;4,75;0,70;2,39;10,83;-0,74;1,54;40,45;19,10;-8,55;0,47;0,53;0,26;54,25;75,51;287.508.897,83;29,21;11,81;0,04;34.249.387.270,33;PRIO3;PetroRio;38,24;-0,60%;PRIO3;Minerais Energéticos;https://s3-symbol-logo.tradingview.com/petrorio-on-nm--big.svg
PRNR3;16,90;0,31;87,25;2,82;0,67;21,97;7,98;0,78;8,52;11,75;3,22;1,06;0,68;2,31;-1,54;2,06;3,23;0,77;9,55;0,24;0,75;0,99;25,85;;4.533.017,26;6,00;0,19;-0,06;958.580.793,30;PRNR3;Priner;16,65;+1,83%;PRNR3;Serviços Industriais;https://s3-symbol-logo.tradingview.com/priner-on-nm--big.svg
PSSA3;51,01;4,61;10,57;2,28;0,65;100,00;8,64;8,36;10,22;7,14;-3,08;-0,69;0,88;10,29;-1,44;1,13;21,54;6,12;13,01;0,28;0,71;0,73;14,28;17,74;142.099.807,70;22,40;4,83;0,41;32.982.354.920,60;PSSA3;Porto Seguro;50,90;+0,67%;PSSA3;Financeiro;https://s3-symbol-logo.tradingview.com/porto-seguro--big.svg
PTBL3;4,06;;-3,90;2,30;0,16;36,20;4,42;-5,70;5,04;13,83;8,79;4,01;0,22;-7,51;-0,24;0,94;-59,00;-4,05;4,20;0,07;0,93;0,71;16,66;;574.520,65;1,76;-1,04;0,00;572.406.757,16;PTBL3;Portobello;4,05;+1,00%;PTBL3;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/portobello--big.svg
PTNT3;8,16;3,32;10,17;0,89;0,37;14,84;6,42;4,69;7,42;8,08;2,68;0,32;0,48;1,08;-0,84;2,56;8,77;3,63;5,51;0,41;0,50;0,77;6,38;9,66;11.364,76;9,15;0,80;-0,62;285.400.893,96;PTNT3;Pettenati;8,32;+0,00%;PTNT3;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/pettenati-on--big.svg
PTNT4;4,83;5,61;6,02;0,53;0,22;14,84;6,42;4,69;4,39;8,08;2,68;0,32;0,28;0,64;-0,50;2,56;8,77;3,63;5,51;0,41;0,50;0,77;6,38;9,66;117.750,30;9,15;0,80;-0,37;285.400.893,96;PTNT4;Pettenati;4,84;+0,21%;PTNT4;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/pettenati-on--big.svg
QUAL3;2,12;0,26;70,05;0,46;0,16;85,28;12,92;0,57;3,09;7,95;4,86;0,72;0,40;-1,94;-0,23;0,79;0,65;0,23;7,08;0,35;0,65;0,40;-4,63;-53,44;2.546.667,78;4,62;0,03;-0,63;602.110.369,00;QUAL3;Qualicorp;2,14;+1,42%;QUAL3;Serviços de Saúde;https://s3-symbol-logo.tradingview.com/qualicorp-on-nm--big.svg
RADL3;18,58;2,19;26,09;4,78;1,38;29,41;5,78;2,99;13,48;14,79;1,31;0,46;0,78;8,45;-3,27;1,40;18,34;5,31;20,34;0,29;0,71;1,78;17,22;9,64;165.108.477,09;3,88;0,71;1,47;31.920.573.776,00;RADL3;RaiaDrogasil;18,55;+6,06%;RADL3;Comércio de Varejo;https://s3-symbol-logo.tradingview.com/raiadrogasilon--big.svg
RAIL3;15,28;5,30;44,03;2,12;0,56;46,24;30,84;4,64;6,63;10,16;3,53;1,13;2,04;8,37;-0,68;1,62;4,81;1,27;9,55;0,26;0,73;0,27;14,48;-3,68;177.279.491,70;7,21;0,35;-0,26;28.402.901.267,76;RAIL3;Rumo;15,28;+2,69%;RAIL3;Transportes;https://s3-symbol-logo.tradingview.com/rumo-s-a--big.svg
RAIZ4;1,34;;-1,94;0,76;0,10;4,48;0,68;-2,84;8,08;35,26;27,19;2,57;0,06;0,91;-0,17;1,33;-39,36;-5,07;1,45;0,13;0,87;1,79;20,39;;38.697.639,78;1,76;-0,69;0,00;13.872.362.708,56;RAIZ4;Raízen;1,34;+2,29%;RAIZ4;Comércio de Varejo;https://s3-symbol-logo.tradingview.com/raizen--big.svg
RANI3;8,37;8,72;5,19;1,41;0,53;41,62;24,87;22,92;4,78;7,54;2,75;0,81;1,19;2,39;-0,80;3,08;27,20;10,26;11,64;0,38;0,62;0,45;12,61;;4.357.345,39;5,93;1,61;0,03;2.007.376.422,03;RANI3;Irani;8,33;-0,60%;RANI3;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/celul-irani--big.svg
RAPT3;6,42;4,00;11,39;0,73;0,13;25,85;9,11;1,53;1,91;8,16;6,17;2,37;0,17;0,48;-0,27;2,04;6,45;1,13;8,16;0,18;0,75;0,74;18,53;-4,46;122.998,87;8,74;0,56;-0,31;2.339.263.135,68;RAPT3;Randon;6,43;-0,92%;RAPT3;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/randon--big.svg
RAPT4;6,84;3,74;12,14;0,78;0,14;25,85;9,11;1,53;2,04;8,16;6,17;2,37;0,19;0,51;-0,29;2,04;6,45;1,13;8,16;0,18;0,75;0,74;18,53;-4,46;17.363.468,09;8,74;0,56;-0,33;2.339.263.135,68;RAPT4;Randon;6,84;+2,55%;RAPT4;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/randon--big.svg
RCSL3;1,81;;-2,70;-2,44;1,38;3,23;-281,41;-347,79;-3,34;-2,46;0,00;;9,41;-7,28;-2,08;0,64;-90,07;-51,12;72,86;-0,57;1,57;0,15;1,25;;217.078,35;-0,74;-0,67;-0,02;42.364.291,18;RCSL3;Recrusul;1,81;-0,55%;RCSL3;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/recrusul--big.svg
RCSL4;1,09;;-1,63;-1,47;0,83;3,23;-281,41;-347,79;-2,01;-2,46;0,00;;5,66;-4,38;-1,25;0,64;-90,07;-51,12;72,86;-0,57;1,57;0,15;1,25;;2.565.338,70;-0,74;-0,67;-0,01;42.364.291,18;RCSL4;Recrusul;1,09;-1,80%;RCSL4;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/recrusul--big.svg
RDNI3;2,18;;-0,69;0,49;0,07;16,57;-17,77;-33,02;-1,27;-7,90;-6,62;2,55;0,23;0,38;-0,14;1,63;-71,56;-10,43;-11,48;0,15;0,84;0,32;11,10;;15.350,96;4,45;-3,18;0,02;95.418.181,44;RDNI3;RNI;2,31;+5,96%;RDNI3;Financeiro;https://s3-symbol-logo.tradingview.com/rni-on-nm--big.svg
RDOR3;41,00;1,81;22,82;3,70;0,89;19,84;15,96;7,79;11,14;10,84;-0,30;-0,10;1,78;2,61;-1,85;2,89;16,22;3,89;11,63;0,24;0,74;0,50;30,58;28,65;152.694.938,70;11,08;1,80;0,83;93.860.996.190,00;RDOR3;Rede D'Or;40,74;+1,09%;RDOR3;Serviços de Saúde;https://s3-symbol-logo.tradingview.com/rede-d-or--big.svg
REAG3;2,85;;30,20;1,37;1,28;83,42;-44,59;21,86;-14,80;-4,00;10,80;-1,00;6,60;1,40;-52,57;16,47;4,53;4,25;-10,90;0,94;0,06;0,19;35,82;;48.747,96;2,08;0,09;0,09;401.826.647,10;REAG3;REAG3;2,76;-3,16%;REAG3;Serviços Comerciais;https://s3-symbol-logo.tradingview.com/reaginvest-on-nm--big.svg
RECV3;13,30;16,49;5,94;0,88;0,54;34,86;27,31;19,55;4,25;5,53;1,28;0,26;1,16;6,25;-0,64;2,22;14,80;9,12;11,46;0,62;0,38;0,47;57,21;59,48;25.595.354,09;15,12;2,24;0,43;3.903.179.275,80;RECV3;PetroRecôncavo;13,32;+1,22%;RECV3;Minerais Energéticos;https://s3-symbol-logo.tradingview.com/petrorecsa-on-nm--big.svg
REDE3;6,38;6,55;9,61;3,08;0,42;25,42;18,21;7,48;3,94;7,92;3,98;3,11;0,72;5,51;-0,58;1,40;32,11;4,40;13,47;0,14;0,80;0,59;9,82;14,52;11.567,70;2,07;0,66;-0,50;13.463.863.126,12;REDE3;Rede Energia;6,34;-0,63%;REDE3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/rede-energiaon--big.svg
RENT3;40,02;4,41;18,63;1,70;0,53;28,53;20,59;5,88;5,32;9,40;4,09;1,31;1,09;10,00;-0,68;1,33;9,12;2,86;10,29;0,31;0,69;0,49;29,60;22,76;219.994.161,17;23,54;2,15;0,36;43.326.481.214,40;RENT3;Localiza;40,10;+2,56%;RENT3;Financeiro;https://s3-symbol-logo.tradingview.com/localiza--big.svg
RNEW11;3,31;;-3,24;0,32;0,14;-10,89;3,44;-32,12;30,25;77,70;47,45;0,50;1,04;-3,35;-0,15;0,69;-9,80;-4,19;0,32;0,43;0,57;0,13;21,43;;4.853,35;10,42;-1,02;0,01;410.642.914,03;RNEW11;Renova Energia;3,39;+2,42%;RNEW11;;https://s3-symbol-logo.tradingview.com/renova-pn-n2--big.svg
RNEW3;1,14;;-3,35;0,33;0,14;-10,89;3,44;-32,12;31,25;77,70;47,45;0,50;1,08;-3,46;-0,15;0,69;-9,80;-4,19;0,32;0,43;0,57;0,13;21,43;;46.526,13;3,47;-0,34;0,01;410.642.914,03;RNEW3;Renova Energia;1,19;+4,39%;RNEW3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/renova-pn-n2--big.svg
RNEW4;1,14;;-3,35;0,33;0,14;-10,89;3,44;-32,12;31,25;77,70;47,45;0,50;1,08;-3,46;-0,15;0,69;-9,80;-4,19;0,32;0,43;0,57;0,13;21,43;;113.803,74;3,47;-0,34;0,01;410.642.914,03;RNEW4;Renova Energia;1,14;+3,64%;RNEW4;Serviços Públicos;https://s3-symbol-logo.tradingview.com/renova-pn-n2--big.svg
ROMI3;8,37;9,80;8,53;0,64;0,31;27,85;6,73;7,00;8,88;14,89;6,01;0,43;0,60;0,96;-0,77;2,17;7,48;3,64;4,38;0,49;0,51;0,52;9,77;-6,76;662.004,13;13,11;0,98;-0,23;779.839.152,39;ROMI3;Indústrias ROMI;8,41;+3,19%;ROMI3;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/industrias-romi--big.svg
RPAD3;4,93;;-12,75;0,42;0,42;;;;-9,78;-6,67;2,95;-0,13;;3,34;-0,48;28,89;-3,33;-3,29;-4,69;0,99;0,01;0,00;;;2.120,56;11,61;-0,39;0,47;410.909.577,88;RPAD3;Alfa Holdings;4,93;+0,41%;RPAD3;Financeiro;https://s3-symbol-logo.tradingview.com/alfa-holdingpna--big.svg
RPAD5;8,00;6,73;-20,69;0,69;0,68;;;;-15,87;-6,67;2,95;-0,13;;5,41;-0,78;28,89;-3,33;-3,29;-4,69;0,99;0,01;0,00;;;1.399,67;11,61;-0,39;0,76;410.909.577,88;RPAD5;Alfa Holdings;8,00;+12,68%;RPAD5;Financeiro;https://s3-symbol-logo.tradingview.com/alfa-holdingpna--big.svg
RPAD6;4,76;;-12,31;0,41;0,41;;;;-9,44;-6,67;2,95;-0,13;;3,22;-0,47;28,89;-3,33;-3,29;-4,69;0,99;0,01;0,00;;;1.485,50;11,61;-0,39;0,45;410.909.577,88;RPAD6;Alfa Holdings;4,76;+14,70%;RPAD6;Financeiro;https://s3-symbol-logo.tradingview.com/alfa-holdingpna--big.svg
RPMG3;2,90;;-0,12;-0,03;0,02;-14,43;-20,96;-19,19;-0,11;-0,08;0,03;;0,02;-0,06;-0,42;0,76;-22,32;-16,12;24,36;-0,72;1,72;0,84;42,58;;16.425,09;-109,81;-24,51;0,00;196.305.724,10;RPMG3;Refinaria de Manguinhos;2,93;+1,03%;RPMG3;Minerais Energéticos;https://s3-symbol-logo.tradingview.com/pet-manguinhon--big.svg
RSID3;1,92;;0,14;-0,04;0,08;28,74;-311,91;327,60;-0,15;-1,48;-1,34;;0,46;-0,13;-0,16;0,45;-28,42;54,91;101,17;-1,93;2,93;0,17;-41,82;;18.364,36;-47,95;13,63;0,00;38.922.631,68;RSID3;Rossi Residencial;1,92;+1,05%;RSID3;Consumo Duráveis;https://s3-symbol-logo.tradingview.com/rossi-resid-on-nm--big.svg
RSUL4;66,20;;6,68;1,58;0,95;40,78;21,58;14,95;4,63;1,43;-0,47;-0,16;1,00;2,86;-2,19;2,44;23,72;14,26;13,73;0,60;0,40;0,95;17,77;28,31;87.298,18;41,78;9,91;0,85;165.183.895,00;RSUL4;Metalúrgica Riosulense;66,20;+0,32%;RSUL4;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/riosulense-pn--big.svg
SANB11;29,57;5,89;9,41;0,91;0,09;39,14;10,65;7,79;6,88;6,88;;;0,73;-0,21;-0,09;0,04;9,64;0,95;;0,10;0,90;0,12;13,50;-6,66;55.860.999,74;32,61;3,14;0,80;110.865.781.589,04;SANB11;Banco Santander;29,53;+2,29%;SANB11;;https://s3-symbol-logo.tradingview.com/santander--big.svg
SANB3;14,10;5,89;8,97;0,86;0,09;39,14;10,65;7,79;6,56;6,88;;;0,70;-0,20;-0,09;0,04;9,64;0,95;;0,10;0,90;0,12;13,50;-6,66;631.527,78;16,31;1,57;0,76;110.865.781.589,04;SANB3;Banco Santander;13,95;+2,42%;SANB3;Financeiro;https://s3-symbol-logo.tradingview.com/santander--big.svg
SANB4;15,44;5,90;9,83;0,95;0,09;39,14;10,65;7,79;7,19;6,88;;;0,77;-0,22;-0,10;0,04;9,64;0,95;;0,10;0,90;0,12;13,50;-6,66;1.037.746,26;16,31;1,57;0,84;110.865.781.589,04;SANB4;Banco Santander;15,34;+2,54%;SANB4;Financeiro;https://s3-symbol-logo.tradingview.com/santander--big.svg
SAPR11;36,50;6,05;4,88;0,94;0,44;56,64;36,81;32,33;4,28;6,34;2,06;0,45;1,58;21,30;-0,50;1,21;19,20;9,08;13,74;0,47;0,53;0,28;7,71;15,94;33.610.162,78;38,99;7,48;0,10;11.031.800.288,70;SAPR11;Sanepar;36,52;-0,65%;SAPR11;;https://s3-symbol-logo.tradingview.com/sanepar--big.svg
SAPR3;7,76;5,27;5,18;1,00;0,47;56,64;36,81;32,33;4,55;6,34;2,06;0,45;1,68;22,64;-0,53;1,21;19,20;9,08;13,74;0,47;0,53;0,28;7,71;15,94;1.520.504,96;7,80;1,50;0,11;11.031.800.288,70;SAPR3;Sanepar;7,84;-0,13%;SAPR3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/sanepar--big.svg
SAPR4;7,08;6,35;4,73;0,91;0,43;56,64;36,81;32,33;4,15;6,34;2,06;0,45;1,53;20,66;-0,49;1,21;19,20;9,08;13,74;0,47;0,53;0,28;7,71;15,94;5.815.085,87;7,80;1,50;0,10;11.031.800.288,70;SAPR4;Sanepar;7,14;-0,56%;SAPR4;Serviços Públicos;https://s3-symbol-logo.tradingview.com/sanepar--big.svg
SBFG3;12,93;4,24;8,25;1,09;0,37;49,14;7,94;5,24;5,45;9,20;3,75;0,75;0,43;3,16;-0,74;1,31;13,16;4,54;10,07;0,35;0,65;0,87;22,95;4,32;18.322.830,39;11,90;1,57;-0,45;3.162.100.416,90;SBFG3;Grupo SBF;12,94;-3,00%;SBFG3;Comércio de Varejo;https://s3-symbol-logo.tradingview.com/grupo-sbf-on-nm--big.svg
SBSP3;127,50;2,93;7,81;2,15;0,98;53,06;44,30;27,76;4,89;6,20;1,31;0,58;2,17;31,44;-1,15;1,26;27,61;12,58;10,96;0,46;0,54;0,45;14,98;27,09;257.823.382,57;59,17;16,33;0,04;87.147.508.297,50;SBSP3;Sabesp;127,18;+0,54%;SBSP3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/sabesp--big.svg
SCAR3;20,98;8,32;-24,54;0,79;0,42;42,35;20,73;-12,25;14,49;23,36;8,86;0,48;3,00;2,15;-0,57;3,68;-3,23;-1,71;2,21;0,53;0,47;0,14;6,45;;698.958,78;26,48;-0,86;0,20;1.211.328.952,62;SCAR3;São Carlos;20,95;+3,20%;SCAR3;Financeiro;https://s3-symbol-logo.tradingview.com/sao-carlos-on-nm--big.svg
SEER3;10,80;1,43;15,04;1,06;0,41;58,26;15,37;4,34;4,25;6,02;1,77;0,44;0,65;5,63;-0,57;1,35;7,03;2,74;14,67;0,39;0,61;0,63;9,20;-7,48;6.208.179,17;10,21;0,72;0,00;1.390.192.848,00;SEER3;Ser Educacional;10,87;+0,65%;SEER3;Consumo de Serviços;https://s3-symbol-logo.tradingview.com/ser-educa--big.svg
SEQL3;1,43;;-0,07;-0,08;0,06;-3,27;-140,15;-142,29;-0,07;-0,99;-0,91;;0,10;-0,13;-0,07;0,24;-118,36;-88,81;-1.325,94;-0,75;1,75;0,62;7,84;;1.780.328,13;-17,18;-20,34;0,00;76.935.441,44;SEQL3;Sequoia Logística;1,41;-5,37%;SEQL3;Transportes;https://s3-symbol-logo.tradingview.com/sequoia-log-on-nm--big.svg
SHOW3;6,13;;-0,79;0,32;0,10;26,99;-14,63;-34,05;-1,84;-0,36;1,49;-0,26;0,27;1,12;-0,25;1,19;-40,57;-13,04;-13,87;0,32;0,67;0,38;-15,90;;332.711,04;19,08;-7,74;0,00;41.323.936,06;SHOW3;Time For Fun;6,14;-1,92%;SHOW3;Consumo de Serviços;https://s3-symbol-logo.tradingview.com/time-for-fun--big.svg
SHUL4;4,78;7,91;6,33;1,13;0,61;25,67;14,04;13,40;6,04;17,85;-0,35;-0,06;0,85;1,41;-1,70;3,04;17,83;9,61;10,75;0,54;0,46;0,72;12,91;22,68;2.274.334,22;4,24;0,76;-26,30;5.148.419.421,32;SHUL4;Schulz;4,82;+2,55%;SHUL4;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/schulz--big.svg
SIMH3;5,99;1,17;-13,70;1,56;0,06;25,94;16,44;-0,89;0,74;7,31;6,57;13,73;0,12;0,57;-0,09;1,46;-11,36;-0,45;10,82;0,04;0,92;0,51;33,49;;21.033.907,43;3,85;-0,44;0,68;5.229.512.792,67;SIMH3;Simpar;5,99;+1,53%;SIMH3;Transportes;https://s3-symbol-logo.tradingview.com/jsl--big.svg
SLCE3;17,05;3,20;11,29;1,46;0,43;29,16;18,88;7,62;4,56;8,07;3,52;1,13;0,86;2,32;-0,76;1,73;12,93;3,80;11,88;0,29;0,70;0,50;20,74;16,54;30.522.184,17;11,68;1,51;0,61;7.558.771.657,80;SLCE3;SLC Agrícola;17,01;+0,00%;SLCE3;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/slc-agricola--big.svg
SMFT3;25,95;2,47;29,22;2,75;0,84;42,37;23,11;8,25;10,42;12,59;2,17;0,57;2,41;12,50;-1,07;1,45;9,41;2,87;12,05;0,31;0,69;0,35;22,98;;66.164.791,65;9,44;0,89;-0,74;15.498.638.875,35;SMFT3;Smart Fit;26,02;+0,62%;SMFT3;Consumo de Serviços;https://s3-symbol-logo.tradingview.com/smart-fit-on-nm--big.svg
SMTO3;17,57;5,17;11,38;0,87;0,27;23,13;19,76;6,96;4,01;9,39;5,38;1,17;0,79;1,57;-0,38;2,43;7,66;2,36;8,17;0,31;0,69;0,34;14,16;-4,29;30.526.988,57;20,15;1,54;-0,18;5.840.889.819,87;SMTO3;São Martinho;17,71;+1,26%;SMTO3;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/sao-martinhoon--big.svg
SNSY5;3,48;;-0,14;-0,01;0,05;22,85;12,17;-19,45;0,23;2,24;1,85;;0,03;-0,25;-0,11;0,76;-9,02;-33,26;-6,27;-3,69;4,72;1,71;15,69;;4.315,83;-272,81;-24,61;0,00;46.840.630,40;SNSY5;Sansuy;3,48;+0,87%;SNSY5;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/sansuy-on--big.svg
SOJA3;10,95;2,71;14,63;1,10;0,41;13,35;7,95;5,22;9,60;11,47;1,87;0,21;0,76;0,85;-1,39;3,21;7,48;2,82;4,78;0,38;0,45;0,54;35,41;30,59;3.596.731,17;10,00;0,75;-0,21;1.481.777.476,80;SOJA3;Boa Safra Sementes;10,96;+0,64%;SOJA3;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/boa-safra-on-nm--big.svg
SOND5;54,98;11,41;5,18;2,10;1,15;31,30;17,61;12,21;3,59;2,58;-0,93;-0,54;0,63;4,58;-2,75;1,76;40,57;22,25;22,92;0,55;0,45;1,82;25,49;42,82;4.272,75;26,14;10,61;0,02;131.716.509,00;SOND5;Sondotécnica;54,98;-8,26%;SOND5;Serviços Industriais;https://s3-symbol-logo.tradingview.com/sondotecnicapnb--big.svg
SOND6;57,11;10,98;5,38;2,18;1,20;31,30;17,61;12,21;3,73;2,58;-0,93;-0,54;0,66;4,76;-2,86;1,76;40,57;22,25;22,92;0,55;0,45;1,82;25,49;42,82;7.023,00;26,14;10,61;0,02;131.716.509,00;SOND6;Sondotécnica;57,11;+7,94%;SOND6;Serviços Industriais;https://s3-symbol-logo.tradingview.com/sondotecnicapnb--big.svg
SRNA3;12,25;;104,91;1,42;0,38;28,37;24,27;1,37;5,94;14,17;8,23;1,96;1,44;47,21;-0,45;1,06;1,35;0,36;6,85;0,27;0,73;0,26;;;53.549.527,83;8,64;0,12;-1,42;7.628.449.311,00;SRNA3;Serena Energia;12,26;+0,08%;SRNA3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/serena-on-nm--big.svg
STBP3;14,38;3,54;15,26;15,50;2,25;57,10;44,73;24,53;8,37;9,79;1,42;2,64;3,74;76,19;-2,81;1,18;101,58;14,75;25,28;0,15;0,85;0,60;24,45;121,20;87.528.794,43;0,93;0,94;0,80;12.426.769.906,22;STBP3;Santos Brasil;14,35;-0,07%;STBP3;Transportes;https://s3-symbol-logo.tradingview.com/santos-brp--big.svg
SUZB3;51,03;3,95;8,25;1,50;0,40;37,73;26,63;15,25;4,72;9,94;5,22;1,65;1,26;2,36;-0,54;3,16;18,13;4,91;2,23;0,27;0,73;0,32;12,75;;189.590.705,22;34,12;6,19;0,00;64.507.921.893,45;SUZB3;Suzano;50,90;+0,43%;SUZB3;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/suzano--big.svg
SYNE3;6,81;6,73;8,83;1,00;0,38;52,55;51,05;36,56;6,32;4,85;-1,47;-0,23;3,23;1,89;-0,53;3,39;11,34;4,28;4,98;0,38;0,35;0,12;23,59;29,12;7.724.137,09;6,80;0,77;-0,12;1.039.508.670,45;SYNE3;SYN;6,80;+1,95%;SYNE3;Financeiro;https://s3-symbol-logo.tradingview.com/syn-prop-tecon-nm--big.svg
TAEE11;35,51;8,34;6,83;1,61;0,57;61,76;70,51;41,48;4,02;7,11;3,09;1,24;2,83;19,98;-0,67;1,24;23,54;8,33;15,62;0,35;0,65;0,20;15,68;12,33;51.543.772,00;22,10;5,20;0,45;12.233.156.187,57;TAEE11;Taesa;35,54;+0,71%;TAEE11;;https://s3-symbol-logo.tradingview.com/taesa--big.svg
TAEE3;11,70;8,43;6,75;1,59;0,56;61,76;70,51;41,48;3,97;7,11;3,09;1,24;2,80;19,75;-0,66;1,24;23,54;8,33;15,62;0,35;0,65;0,20;15,68;12,33;776.577,30;7,37;1,73;0,44;12.233.156.187,57;TAEE3;Taesa;11,72;+0,17%;TAEE3;Serviços Industriais;https://s3-symbol-logo.tradingview.com/taesa--big.svg
TAEE4;11,82;8,35;6,82;1,60;0,57;61,76;70,51;41,48;4,01;7,11;3,09;1,24;2,83;19,95;-0,67;1,24;23,54;8,33;15,62;0,35;0,65;0,20;15,68;12,33;1.140.032,26;7,37;1,73;0,45;12.233.156.187,57;TAEE4;Taesa;11,84;+0,59%;TAEE4;Serviços Industriais;https://s3-symbol-logo.tradingview.com/taesa--big.svg
TASA3;5,41;3,75;6,36;0,59;0,29;35,63;9,15;7,56;5,26;9,23;4,24;0,48;0,48;1,13;-0,70;1,81;9,29;4,62;5,25;0,50;0,50;0,61;10,85;22,22;98.647,70;9,15;0,85;0,13;716.554.141,13;TASA3;Taurus;5,41;+1,31%;TASA3;Tecnologia Eletrônica;https://s3-symbol-logo.tradingview.com/taurus-armas--big.svg
TASA4;4,99;4,06;5,87;0,55;0,27;35,63;9,15;7,56;4,85;9,23;4,24;0,48;0,44;1,05;-0,64;1,81;9,29;4,62;5,25;0,50;0,50;0,61;10,85;22,22;1.687.625,57;9,15;0,85;0,12;716.554.141,13;TASA4;Taurus;4,94;+0,20%;TASA4;Tecnologia Eletrônica;https://s3-symbol-logo.tradingview.com/taurus-armas--big.svg
TCSA3;1,67;;-0,75;0,39;0,11;-20,85;-40,32;-57,81;-1,08;-5,45;-4,37;1,56;0,43;-0,31;-0,15;0,46;-51,23;-14,26;-13,72;0,28;0,72;0,25;5,16;;102.618,30;4,34;-2,22;-0,02;122.944.114,10;TCSA3;Tecnisa;1,67;+0,00%;TCSA3;Financeiro;https://s3-symbol-logo.tradingview.com/tecnisa--big.svg
TECN3;6,67;3,58;6,60;0,99;0,60;54,89;16,25;14,18;5,76;6,19;0,43;0,07;0,94;1,32;-1,78;3,17;14,95;9,08;11,43;0,61;0,39;0,64;4,83;;288.681,39;6,76;1,01;-2,68;412.580.954,05;TECN3;Technos;6,80;+0,59%;TECN3;Consumo Duráveis;https://s3-symbol-logo.tradingview.com/grupotechnos--big.svg
TELB3;12,34;;60,25;0,74;0,28;-38,83;18,85;4,17;13,31;-3,20;-15,78;-0,88;2,51;0,68;-0,55;5,71;1,23;0,46;5,55;0,37;0,63;0,11;15,19;;19.478,48;16,60;0,20;-0,56;1.091.671.529,04;TELB3;Telebras;12,34;+0,00%;TELB3;Comunicações;https://s3-symbol-logo.tradingview.com/telebras-pn--big.svg
