STOCK;NAME;DEPARTMENT;IMAGE
AALR3;Allianca Saude e Participacoes SA - ALLIAR;Serviços de Saúde;https://s3-symbol-logo.tradingview.com/alliar--big.svg
ABCB4;Banco ABC Brasil SA Conv Pfd;Financeiro;https://s3-symbol-logo.tradingview.com/abc-brasil--big.svg
ABEV3;Ambev SA;Consumo de Não Duráveis;https://s3-symbol-logo.tradingview.com/ambev--big.svg
AERI3;Aeris Industria e Comercio de Equipamentos para Geracao deEnergia S.A.;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/aeris-on-nm--big.svg
AFLT3;Afluente Transmissao De Energia Eletrica SA;Serviços Públicos;https://s3-symbol-logo.tradingview.com/afluente-t-on--big.svg
AGRO3;BrasilAgro Cia Brasileira de Propriedades Agricolas;Financeiro;https://s3-symbol-logo.tradingview.com/brasilagro--big.svg
AGXY3;Agrogalaxy Participacoes SA;Serviços de Distribuição;https://s3-symbol-logo.tradingview.com/agrogalaxy-on-nm--big.svg
AHEB3;Sao Paulo Turismo SA;Serviços Comerciais;https://s3-symbol-logo.tradingview.com/spturis--big.svg
AHEB5;Sao Paulo Turismo SA Pfd A;Serviços Comerciais;https://s3-symbol-logo.tradingview.com/spturis--big.svg
AHEB6;Sao Paulo Turismo SA Pfd B;Serviços Comerciais;https://s3-symbol-logo.tradingview.com/spturis--big.svg
ALLD3;Allied Tecnologia SA;Serviços de Tecnologia;https://s3-symbol-logo.tradingview.com/allied-on-nm--big.svg
ALOS3;Allos S.A.;Financeiro;https://s3-symbol-logo.tradingview.com/allos-on-nm--big.svg
ALPA3;Alpargatas SA;Consumo de Não Duráveis;https://s3-symbol-logo.tradingview.com/alpargatas--big.svg
ALPA4;Alpargatas SA Pfd;Consumo de Não Duráveis;https://s3-symbol-logo.tradingview.com/alpargatas--big.svg
ALPK3;Allpark Empreendimentos Participacoes e Servicos S.A.;Consumo de Serviços;https://s3-symbol-logo.tradingview.com/estapar-on-nm--big.svg
ALUP11;Alupar Investimento SA Unit Cons of 1 Sh + 2 Pfd Shs;;https://s3-symbol-logo.tradingview.com/alupar--big.svg
ALUP3;Alupar Investimento SA;Serviços Públicos;https://s3-symbol-logo.tradingview.com/alupar--big.svg
ALUP4;Alupar Investimento SA Pfd Shs;Serviços Públicos;https://s3-symbol-logo.tradingview.com/alupar--big.svg
AMAR3;Marisa Lojas S.A.;Comércio de Varejo;https://s3-symbol-logo.tradingview.com/lojas-marisaon-nm--big.svg
AMBP3;Ambipar Participacoes e Empreendimentos SA;Serviços Comerciais;https://s3-symbol-logo.tradingview.com/ambipar--big.svg
AMER3;Americanas SA;Comércio de Varejo;https://s3-symbol-logo.tradingview.com/americanas--big.svg
AMOB3;Automob Participacoes S.A;Comércio de Varejo;https://s3-symbol-logo.tradingview.com/automob-on-nm--big.svg
ANIM3;Anima Holding SA;Miscelânea;https://s3-symbol-logo.tradingview.com/anima--big.svg
APTI3;Aliperti SA;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/aliperti-pn-ed--big.svg
APTI4;Aliperti SA APTI Pfd;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/aliperti-pn-ed--big.svg
ARML3;Armac Locacao Logistica e Servicos SA;Financeiro;https://s3-symbol-logo.tradingview.com/armac-on-ed-nm--big.svg
ASAI3;Sendas Distribuidora SA;Comércio de Varejo;https://s3-symbol-logo.tradingview.com/assai-on-nm--big.svg
AURA33;Aura Minerals Inc Shs Unsponsored Brazilian Depositary Receipt Repr 1 Sh;Minerais Não-Energéticos;https://s3-symbol-logo.tradingview.com/aura-360-dr3--big.svg
AURE3;Auren Energia SA;Serviços Públicos;https://s3-symbol-logo.tradingview.com/auren-on-nm--big.svg
AVLL3;Alphaville SA;Financeiro;https://s3-symbol-logo.tradingview.com/alphaville-on-nm--big.svg
AZEV3;Azevedo & Travassos SA;Serviços Industriais;https://s3-symbol-logo.tradingview.com/azevedo-on--big.svg
AZEV4;Azevedo & Travassos SA Pfd;Serviços Industriais;https://s3-symbol-logo.tradingview.com/azevedo-on--big.svg
AZTE3;Azevedo & Travassos Energia S.A;Serviços Industriais;https://s3-symbol-logo.tradingview.com/azevedo-on--big.svg
AZUL4;Azul SA Pfd Registered Shs;Transportes;https://s3-symbol-logo.tradingview.com/azul--big.svg
AZZA3;Azzas 2154 SA;Consumo de Não Duráveis;https://s3-symbol-logo.tradingview.com/arezzo--big.svg
B3SA3;B3 SA - Brasil, Bolsa, Balcao;Financeiro;https://s3-symbol-logo.tradingview.com/b3-on-nm--big.svg
BALM3;Baumer SA;Tecnologia em Saúde;https://s3-symbol-logo.tradingview.com/baumer-on--big.svg
BALM4;Baumer SA BALM Non-Cum Perp Pfd Registered Shs;Tecnologia em Saúde;https://s3-symbol-logo.tradingview.com/baumer-on--big.svg
BAUH3;Excelsior Alimentos SA;Serviços de Distribuição;https://s3-symbol-logo.tradingview.com/excelsior-pn--big.svg
BAUH4;Excelsior Alimentos SA Pfd;Serviços de Distribuição;https://s3-symbol-logo.tradingview.com/excelsior-pn--big.svg
BAZA3;Banco da Amazonia S.A.;Financeiro;https://s3-symbol-logo.tradingview.com/amazonia-on-es--big.svg
BBAS3;Banco do Brasil S.A.;Financeiro;https://s3-symbol-logo.tradingview.com/banco-do-brasil--big.svg
BBDC3;Banco Bradesco SA;Financeiro;https://s3-symbol-logo.tradingview.com/bradesco--big.svg
BBDC4;Banco Bradesco SA Pfd;Financeiro;https://s3-symbol-logo.tradingview.com/bradesco--big.svg
BBML3;BBM Logistica SA;Transportes;https://s3-symbol-logo.tradingview.com/country/BR--big.svg
BBSE3;BB Seguridade Participacoes SA;Financeiro;https://s3-symbol-logo.tradingview.com/banco-do-brasil--big.svg
BDLL3;Bardella SA Industrias Mecanicas;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/bardella-pn--big.svg
BDLL4;Bardella SA Industrias Mecanicas Pfd;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/bardella-pn--big.svg
BEEF3;Minerva S.A.;Serviços de Distribuição;https://s3-symbol-logo.tradingview.com/minerva-on-nm--big.svg
BEES3;Banestes S.A. - Banco do Estado do Espirito Santo;Financeiro;https://s3-symbol-logo.tradingview.com/banestes-on-ed--big.svg
BEES4;Banestes SA Banco do Estado do Espirito Santo Pfd;Financeiro;https://s3-symbol-logo.tradingview.com/banestes-on-ed--big.svg
BGIP3;Banco do Estado de Sergipe SA - Banese;Financeiro;https://s3-symbol-logo.tradingview.com/banese-pn-rec--big.svg
BGIP4;Banco do Estado de Sergipe SA - Banese Non-Cum Perp Pfd Registered Shs;Financeiro;https://s3-symbol-logo.tradingview.com/banese-pn-rec--big.svg
BHIA3;Grupo Casas Bahia S.A.;Comércio de Varejo;https://s3-symbol-logo.tradingview.com/casas-bahia-on-nm--big.svg
BIOM3;Biomm SA;Tecnologia em Saúde;https://s3-symbol-logo.tradingview.com/biomm-on-ma--big.svg
BLAU3;Blau Farmaceutica SA;Tecnologia em Saúde;https://s3-symbol-logo.tradingview.com/blau-on-nm--big.svg
BMEB3;BCO Mercantil do Brasil SA;Financeiro;https://s3-symbol-logo.tradingview.com/merc-brasil-pn-n1--big.svg
BMEB4;BCO Mercantil do Brasil SA Pfd;Financeiro;https://s3-symbol-logo.tradingview.com/merc-brasil-pn-n1--big.svg
BMGB4;Banco Bmg SA BMG Pfd Registered Shs -144A- Reg S;Financeiro;https://s3-symbol-logo.tradingview.com/banco-bmg-pn-ej-n1--big.svg
BMIN3;Banco Mercantil de Investimentos S.A.;Financeiro;https://s3-symbol-logo.tradingview.com/merc-invest-on--big.svg
BMIN4;Banco Mercantil de Investimentos SA Pfd;Financeiro;https://s3-symbol-logo.tradingview.com/merc-invest-on--big.svg
BMKS3;Bicicletas Monark S.A.;Consumo Duráveis;https://s3-symbol-logo.tradingview.com/bic-monark-on--big.svg
BMOB3;Bemobi Mobile Tech SA;Serviços de Tecnologia;https://s3-symbol-logo.tradingview.com/bemobi-tech-on-nm--big.svg
BNBR3;Banco do Nordeste do Brasil S.A.;Financeiro;https://s3-symbol-logo.tradingview.com/nord-brasil-on--big.svg
BOBR3;Bombril S.A.;Consumo de Não Duráveis;https://s3-symbol-logo.tradingview.com/bombril-pn--big.svg
BOBR4;Bombril S.A.Non-Cum Perp Pfd Registered Shs;Consumo de Não Duráveis;https://s3-symbol-logo.tradingview.com/bombril-pn--big.svg
BPAC11;Banco BTG Pactual SA Units Cons of 1 Sh + 2 Pfd Shs A;;https://s3-symbol-logo.tradingview.com/btgp--big.svg
BPAC3;Banco BTG Pactual SA;Financeiro;https://s3-symbol-logo.tradingview.com/btgp--big.svg
BPAC5;Banco BTG Pactual SA Pfd A;Financeiro;https://s3-symbol-logo.tradingview.com/btgp--big.svg
BPAN4;Banco Pan S.A. Pfd Shs;Financeiro;https://s3-symbol-logo.tradingview.com/banco-pan--big.svg
BPAR3;Banco do Estado do Para SA;Financeiro;https://s3-symbol-logo.tradingview.com/banpara-on--big.svg
BRAP3;Bradespar S.A.;Financeiro;https://s3-symbol-logo.tradingview.com/bradespar--big.svg
BRAP4;Bradespar SA Pfd;Financeiro;https://s3-symbol-logo.tradingview.com/bradespar--big.svg
BRAV3;Brava Energia;Minerais Energéticos;https://s3-symbol-logo.tradingview.com/brava-on-nm--big.svg
BRBI11;BRBI BR Partners S.A. Units Cons of 1 Sh and 2 Pfd Shs;;https://s3-symbol-logo.tradingview.com/br-partners-unt-n2--big.svg
BRFS3;BRF S.A.;Consumo de Não Duráveis;https://s3-symbol-logo.tradingview.com/brf-sa--big.svg
BRKM3;Braskem S.A.;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/braskem--big.svg
BRKM5;Braskem S.A. Pfd A;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/braskem--big.svg
BRKM6;Braskem S.A. Conv Pfd B;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/braskem--big.svg
BRQB3;BRQ Solucoes em Informatica SA;Serviços de Tecnologia;https://s3-symbol-logo.tradingview.com/country/BR--big.svg
BRSR3;Banco do Estado do Rio Grande do Sul SA;Financeiro;https://s3-symbol-logo.tradingview.com/banrisul--big.svg
BRSR5;Banco do Estado do Rio Grande do Sul SA 6 % Conv Pfd A;Financeiro;https://s3-symbol-logo.tradingview.com/banrisul--big.svg
BRSR6;Banco do Estado do Rio Grande do Sul SA Pfd Series B;Financeiro;https://s3-symbol-logo.tradingview.com/banrisul--big.svg
BRST3;Brisanet Servicos de Telecomunicacoes S.A.;Comunicações;https://s3-symbol-logo.tradingview.com/brisanet-on-nm--big.svg
BSLI3;BRB Banco de Brasilia SA;Financeiro;https://s3-symbol-logo.tradingview.com/brb-banco-pn--big.svg
BSLI4;BRB Banco de Brasilia SA Pfd;Financeiro;https://s3-symbol-logo.tradingview.com/brb-banco-pn--big.svg
CALI3;Construtora Adolpho Lindenberg SA;Serviços Industriais;https://s3-symbol-logo.tradingview.com/const-a-lindon--big.svg
CAMB3;Cambuci SA;Consumo de Não Duráveis;https://s3-symbol-logo.tradingview.com/cambuci-on--big.svg
CAML3;Camil Alimentos SA;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/camil--big.svg
CASH3;Meliuz SA;Serviços Comerciais;https://s3-symbol-logo.tradingview.com/meliuz--big.svg
CASN3;Companhia Catarinense de Aguas e Saneamento-Casan;Serviços Públicos;https://s3-symbol-logo.tradingview.com/casan-on--big.svg
CASN4;Companhia Catarinense de Aguas e Saneamento-Casan Pfd;Serviços Públicos;https://s3-symbol-logo.tradingview.com/casan-on--big.svg
CATA3;Companhia Industrial Cataguases;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/country/BR--big.svg
CATA4;Companhia Industrial Cataguases Pfd Shs;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/country/BR--big.svg
CBAV3;Companhia Brasileira de Aluminio;Minerais Não-Energéticos;https://s3-symbol-logo.tradingview.com/cba-on-nm--big.svg
CBEE3;Ampla Energia e Servicos SA;Serviços Públicos;https://s3-symbol-logo.tradingview.com/ampla-energ-on--big.svg
CEAB3;C&A Modas SA;Comércio de Varejo;https://s3-symbol-logo.tradingview.com/cea-modas-on-nm--big.svg
CEBR3;Companhia Energetica de Brasilia - CEB;Serviços Públicos;https://s3-symbol-logo.tradingview.com/ceb-pna--big.svg
CEBR5;Companhia Energetica de Brasilia - CEB Pfd A;Serviços Públicos;https://s3-symbol-logo.tradingview.com/ceb-pna--big.svg
CEBR6;Companhia Energetica de Brasilia - CEB Pfd B;Serviços Públicos;https://s3-symbol-logo.tradingview.com/ceb-pna--big.svg
CEDO3;Cia. de Fiacao e Tecidos Cedro e Cachoeira;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/cedro-on-n1--big.svg
CEDO4;Cia. de Fiacao e Tecidos Cedro e Cachoeira Pfd;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/cedro-on-n1--big.svg
CEEB3;Companhia de Electricidade do Estado da Bahia - COELBA;Serviços Públicos;https://s3-symbol-logo.tradingview.com/coelba-pna--big.svg
CEEB5;Companhia de Electricidade do Estado da Bahia - COELBA Pfd A;Serviços Públicos;https://s3-symbol-logo.tradingview.com/coelba-pna--big.svg
CEEB6;Companhia de Electricidade do Estado da Bahia - COELBA Pfd B;Serviços Públicos;https://s3-symbol-logo.tradingview.com/coelba-pna--big.svg
CEED3;Companhia Estadual de Distribuicao de Energia Eletrica;Serviços Públicos;https://s3-symbol-logo.tradingview.com/ceee-d--big.svg
CEED4;Companhia Estadual de Distribuicao de Energia Eletrica - CEEE-D Pfd;Serviços Públicos;https://s3-symbol-logo.tradingview.com/ceee-d--big.svg
CEGR3;Companhia Distribuidora de Gas do Rio de Janeiro;Serviços Públicos;https://s3-symbol-logo.tradingview.com/ceg-on--big.svg
CGAS3;Companhia de Gas de Sao Paulo - COMGAS;Serviços Públicos;https://s3-symbol-logo.tradingview.com/comgas-on--big.svg
CGAS5;Companhia de Gas de Sao Paulo - COMGAS Pfd Registered A;Serviços Públicos;https://s3-symbol-logo.tradingview.com/comgas-on--big.svg
CGRA3;Grazziotin S.A.;Comércio de Varejo;https://s3-symbol-logo.tradingview.com/grazziotin-on--big.svg
CGRA4;Grazziotin S.A. Pfd;Comércio de Varejo;https://s3-symbol-logo.tradingview.com/grazziotin-on--big.svg
CLSC3;Centrais Eletricas de Santa Catarina S.A.;Serviços Públicos;https://s3-symbol-logo.tradingview.com/celesc-on-n2--big.svg
CLSC4;Centrais Eletricas de Santa Catarina SA Pfd;Serviços Públicos;https://s3-symbol-logo.tradingview.com/celesc-on-n2--big.svg
