TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO;Ticker;Nome;STOCK;DEPARTMENT;IMAGE;isFinancial
BRFS3;17,95;15,55;7,97;1,70;0,44;26,31;11,49;5,61;3,89;4,66;0,77;0,34;0,45;2,55;-0,91;1,52;21,28;5,58;13,44;0,26;0,72;0,99;12,91;64,51;257.167.304,55;10,58;2,25;0,09;28.579.854.639,05;BRFS3;BRF;BRFS3;Consumo de Não Duráveis;https://s3-symbol-logo.tradingview.com/brf-sa--big.svg;False
BRGE11;13,18;;33,11;0,52;0,32;-4.115,33;-798,17;824,67;-34,21;21,81;56,17;-0,85;273,04;0,85;-0,75;3,06;1,56;0,98;-2,91;0,63;0,37;0,00;-32,83;-11,18;;25,56;0,40;-0,51;974.940.393,52;;;;;;True
BRGE12;13,47;;33,84;0,53;0,33;-4.115,33;-798,17;824,67;-34,96;21,81;56,17;-0,85;279,05;0,87;-0,77;3,06;1,56;0,98;-2,91;0,63;0,37;0,00;-32,83;-11,18;;25,56;0,40;-0,52;974.940.393,52;;;;;;True
BRGE3;13,50;;33,91;0,53;0,33;-4.115,33;-798,17;824,67;-35,04;21,81;56,17;-0,85;279,67;0,87;-0,77;3,06;1,56;0,98;-2,91;0,63;0,37;0,00;-32,83;-11,18;;25,56;0,40;-0,52;974.940.393,52;;;;;;True
BRGE5;13,18;;33,11;0,52;0,32;-4.115,33;-798,17;824,67;-34,21;21,81;56,17;-0,85;273,04;0,85;-0,75;3,06;1,56;0,98;-2,91;0,63;0,37;0,00;-32,83;-11,18;;25,56;0,40;-0,51;974.940.393,52;;;;;;True
BRGE6;12,92;;32,46;0,51;0,32;-4.115,33;-798,17;824,67;-33,53;21,81;56,17;-0,85;267,65;0,83;-0,74;3,06;1,56;0,98;-2,91;0,63;0,37;0,00;-32,83;-11,18;;25,56;0,40;-0,50;974.940.393,52;;;;;;True
BRGE7;13,07;;32,83;0,51;0,32;-4.115,33;-798,17;824,67;-33,92;21,81;56,17;-0,85;270,76;0,84;-0,74;3,06;1,56;0,98;-2,91;0,63;0,37;0,00;-32,83;-11,18;;25,56;0,40;-0,50;974.940.393,52;;;;;;True
BRGE8;13,17;;33,08;0,52;0,32;-4.115,33;-798,17;824,67;-34,18;21,81;56,17;-0,85;272,83;0,85;-0,75;3,06;1,56;0,98;-2,91;0,63;0,37;0,00;-32,83;-11,18;;25,56;0,40;-0,51;974.940.393,52;;;;;;True
BRIV3;12,86;;388,74;0,67;0,04;12,70;-0,94;0,09;-37,40;-37,03;;;0,35;2,19;-0,04;4,00;0,17;0,01;;0,06;0,94;0,12;29,48;-43,98;;19,32;0,03;-3,98;1.128.165.604,64;;;;;;True
BRIV4;12,54;;379,07;0,65;0,04;12,70;-0,94;0,09;-36,47;-37,03;;;0,34;2,14;-0,04;4,00;0,17;0,01;;0,06;0,94;0,12;29,48;-43,98;;19,32;0,03;-3,89;1.128.165.604,64;;;;;;True
BRKM3;7,87;;-1,08;-1,65;0,07;6,52;-1,65;-7,47;-4,89;-32,86;-28,24;;0,08;1,19;-0,10;1,21;-152,67;-6,36;-9,59;-0,04;1,04;0,85;8,15;;191.458,35;-4,77;-7,29;0,03;5.928.486.471,58;BRKM3;Braskem;BRKM3;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/braskem--big.svg;False
BRKM5;6,87;;-0,94;-1,44;0,06;6,52;-1,65;-7,47;-4,27;-32,86;-28,24;;0,07;1,04;-0,09;1,21;-152,67;-6,36;-9,59;-0,04;1,04;0,85;8,15;;22.988.037,70;-4,77;-7,29;0,03;5.928.486.471,58;BRKM5;Braskem;BRKM5;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/braskem--big.svg;False
BRKM6;8,50;;-1,17;-1,78;0,07;6,52;-1,65;-7,47;-5,28;-32,86;-28,24;;0,09;1,29;-0,11;1,21;-152,67;-6,36;-9,59;-0,04;1,04;0,85;8,15;;3.308,14;-4,77;-7,29;0,03;5.928.486.471,58;BRKM6;Braskem;BRKM6;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/braskem--big.svg;False
BRML3;8,26;;12,55;0,57;0,34;88,79;65,47;33,24;6,37;8,29;1,92;0,17;4,17;7,22;-0,37;2,20;4,52;2,70;6,68;0,60;0,40;0,08;4,55;-15,42;;14,57;0,66;-0,16;6.770.891.280,44;;;;;;True
BRPR3;131,17;;-0,56;0,05;0,04;100,00;-336,36;-123,98;-0,21;0,06;0,27;-0,07;0,70;1,73;-0,05;1,12;-9,55;-6,86;-31,25;0,72;0,28;0,06;-7,12;;;2.447,95;-233,75;0,01;60.919.545,44;;;;;;True
BRQB3;0,00;;0,00;0,00;0,00;36,23;14,59;11,30;0,00;-1,51;-1,51;-0,54;0,00;0,00;0,00;2,45;27,79;17,88;17,45;0,64;0,35;1,58;6,83;17,37;;1,74;0,48;0,00;0,00;;;BRQB3;Serviços de Tecnologia;https://s3-symbol-logo.tradingview.com/country/BR--big.svg;False
BRSR3;14,08;8,82;6,20;0,53;0,04;31,32;5,59;4,93;5,46;5,05;;;0,31;3,25;-0,04;2,06;8,58;0,59;;0,07;0,93;0,12;15,28;-6,05;85.560,26;26,49;2,27;-1,52;5.332.189.496,92;BRSR3;Banrisul;BRSR3;Financeiro;https://s3-symbol-logo.tradingview.com/banrisul--big.svg;True
BRSR5;15,75;7,93;6,93;0,59;0,04;31,32;5,59;4,93;6,11;5,05;;;0,34;3,64;-0,04;2,06;8,58;0,59;;0,07;0,93;0,12;15,28;-6,05;1.575,00;26,49;2,27;-1,70;5.332.189.496,92;;;BRSR5;Financeiro;https://s3-symbol-logo.tradingview.com/banrisul--big.svg;True
BRSR6;11,99;10,35;5,28;0,45;0,03;31,32;5,59;4,93;4,65;5,05;;;0,26;2,77;-0,03;2,06;8,58;0,59;;0,07;0,93;0,12;15,28;-6,05;12.796.463,96;26,49;2,27;-1,30;5.332.189.496,92;BRSR6;Banrisul;BRSR6;Financeiro;https://s3-symbol-logo.tradingview.com/banrisul--big.svg;True
BRST3;2,79;1,40;10,54;0,78;0,30;42,40;14,96;8,46;5,96;10,99;5,03;0,66;0,89;3,02;-0,42;1,54;7,44;2,86;5,71;0,38;0,62;0,34;41,71;35,66;566.410,22;3,56;0,26;-0,89;1.222.041.028,23;BRST3;Brisanet;BRST3;Comunicações;https://s3-symbol-logo.tradingview.com/brisanet-on-nm--big.svg;False
BSEV3;9,00;;10,22;-10,84;0,78;26,77;17,92;5,55;3,17;5,46;2,30;;0,57;-1,59;-1,13;0,39;-106,05;7,59;30,90;-0,07;1,07;1,37;10,88;;;-0,83;0,88;-0,06;9.183.864.834,00;;;;;;False
BSLI3;9,25;4,47;5,57;1,13;0,06;35,96;11,12;7,43;3,72;3,70;;;0,41;-2,28;-0,06;0,11;20,28;1,08;;0,05;0,95;0,15;23,49;15,97;74.707,78;8,20;1,66;0,00;4.473.926.662,17;BSLI3;Banco de Brasília;BSLI3;Financeiro;https://s3-symbol-logo.tradingview.com/brb-banco-pn--big.svg;True
BSLI4;9,11;4,98;5,48;1,11;0,06;35,96;11,12;7,43;3,66;3,70;;;0,41;-2,25;-0,06;0,11;20,28;1,08;;0,05;0,95;0,15;23,49;15,97;35.777,00;8,20;1,66;0,00;4.473.926.662,17;BSLI4;Banco de Brasília;BSLI4;Financeiro;https://s3-symbol-logo.tradingview.com/brb-banco-pn--big.svg;True
BTTL4;11.091,73;;33.400,08;4.031,14;2.904,64;19,76;-119,83;169,30;-47.188,49;-18,08;0,86;-0,07;56.545,25;37.165,59;-3.276,80;3,21;12,07;8,70;-24,67;0,72;0,28;0,05;-44,69;-12,59;;2,75;0,33;-213,24;66.129.527,60;;;;;;True
CALI3;17,05;1,58;5,76;0,67;0,19;24,14;21,37;13,39;3,61;5,97;2,37;0,44;0,77;0,40;-0,48;4,26;11,70;3,26;7,36;0,28;0,58;0,24;79,12;;2.210,00;25,32;2,96;0,00;119.159.040,00;CALI3;Adolpho Lindenberg;CALI3;Serviços Industriais;https://s3-symbol-logo.tradingview.com/const-a-lindon--big.svg;False
CALI4;50,00;;16,88;1,97;0,55;24,14;21,37;13,39;10,58;5,97;2,37;0,44;2,26;1,19;-1,39;4,26;11,70;3,26;7,36;0,28;0,58;0,24;79,12;;;25,32;2,96;0,00;119.159.040,00;;;;;;False
CAMB3;9,76;9,64;5,93;1,34;1,07;48,70;19,06;16,88;5,25;4,51;-0,73;-0,19;1,00;3,07;-2,15;3,27;22,64;18,04;17,49;0,80;0,20;1,07;14,78;28,06;196.223,39;7,28;1,65;-0,72;412.604.780,80;CAMB3;Cambuci;CAMB3;Consumo de Não Duráveis;https://s3-symbol-logo.tradingview.com/cambuci-on--big.svg;False
CAMB4;6,25;;3,80;0,86;0,68;48,70;19,06;16,88;3,36;4,51;-0,73;-0,19;0,64;1,97;-1,38;3,27;22,64;18,04;17,49;0,80;0,20;1,07;14,78;28,06;;7,28;1,65;-0,46;412.604.780,80;;;;;;False
CAML3;5,00;5,16;6,40;0,51;0,16;15,12;4,88;2,25;2,95;7,97;5,02;0,86;0,14;0,72;-0,36;1,64;7,91;2,46;5,22;0,31;0,69;1,09;17,84;2,67;4.364.526,43;9,88;0,78;-0,13;1.750.000.000,00;CAML3;Camil Alimentos;CAML3;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/camil--big.svg;False
CASH3;4,15;;9,62;0,89;0,72;15,24;15,24;12,40;7,82;6,63;-1,19;-0,13;1,19;7,62;-0,93;1,69;9,22;7,44;2,28;0,81;0,18;0,60;34,97;26,53;8.798.517,22;4,68;0,43;-0,04;468.878.537,00;CASH3;Méliuz;CASH3;Serviços Comerciais;https://s3-symbol-logo.tradingview.com/meliuz--big.svg;False
CASN3;8,77;1,03;28,88;4,01;1,71;53,15;31,57;16,44;15,04;15,79;3,08;0,82;4,75;28,70;-2,15;1,42;13,88;5,93;10,58;0,43;0,57;0,36;11,65;23,90;0,00;2,19;0,30;0,14;8.529.097.212,50;;;CASN3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/casan-on--big.svg;False
CASN4;6,07;1,64;19,99;2,77;1,19;53,15;31,57;16,44;10,41;15,79;3,08;0,82;3,29;19,87;-1,49;1,42;13,88;5,93;10,58;0,43;0,57;0,36;11,65;23,90;0,00;2,19;0,30;0,10;8.529.097.212,50;;;CASN4;Serviços Públicos;https://s3-symbol-logo.tradingview.com/casan-on--big.svg;False
CATA3;103,61;25,55;0,72;0,07;0,04;27,03;8,67;6,61;0,55;3,54;3,00;0,41;0,05;0,12;-0,09;1,92;10,34;4,95;1,95;0,48;0,52;0,75;12,29;23,62;;1.400,84;144,83;0,10;14.940.354,78;;;CATA3;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/country/BR--big.svg;False
CATA4;0,00;;0,00;0,00;0,00;27,03;8,67;6,61;0,00;3,54;3,00;0,41;0,00;0,00;0,00;1,92;10,34;4,95;1,95;0,48;0,52;0,75;12,29;23,62;;1.400,84;144,83;0,00;14.940.354,78;;;CATA4;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/country/BR--big.svg;False
CBAV3;3,54;;12,23;0,53;0,17;11,05;8,33;2,15;3,16;7,62;4,46;0,75;0,26;1,18;-0,25;1,86;4,32;1,41;8,28;0,33;0,66;0,66;9,20;;20.386.375,00;6,70;0,29;-0,10;2.304.797.347,38;CBAV3;CBA;CBAV3;Minerais Não-Energéticos;https://s3-symbol-logo.tradingview.com/cba-on-nm--big.svg;False
CBEE3;10,80;;5,96;0,49;0,21;14,93;9,85;7,46;4,51;9,63;5,11;0,55;0,44;-1,16;-0,26;0,53;8,18;3,45;2,01;0,42;0,58;0,46;8,16;19,77;2.022,83;22,14;1,81;-0,01;4.104.427.118,40;CBEE3;Ampla Energia;CBEE3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/ampla-energ-on--big.svg;False
CCXC3;1,16;;-0,25;-0,03;2,34;;;;-3,26;-3,21;0,05;;;-0,03;;0,01;-10,66;-946,44;0,81;-88,75;89,75;0,00;;;;-43,93;-4,68;0,00;1.973.425,64;;;;;;True
CEAB3;16,25;4,15;9,98;1,45;0,56;55,09;12,29;6,26;5,08;5,35;0,27;0,08;0,62;3,65;-1,07;1,49;14,53;5,66;16,89;0,39;0,61;0,90;7,64;248,85;50.493.028,78;11,21;1,63;0,12;5.008.982.355,00;CEAB3;C&A;CEAB3;Comércio de Varejo;https://s3-symbol-logo.tradingview.com/cea-modas-on-nm--big.svg;False
CEBR3;22,91;23,16;8,40;1,53;1,12;49,37;54,36;44,81;6,92;4,79;-2,42;-0,54;3,76;2,40;-2,41;7,50;18,27;13,28;13,70;0,73;0,11;0,30;-33,77;10,56;376.489,39;14,93;2,73;0,46;1.719.741.009,90;CEBR3;CEB;CEBR3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/ceb-pna--big.svg;False
CEBR5;23,00;15,82;8,43;1,54;1,12;49,37;54,36;44,81;6,95;4,79;-2,42;-0,54;3,78;2,41;-2,42;7,50;18,27;13,28;13,70;0,73;0,11;0,30;-33,77;10,56;172.621,04;14,93;2,73;0,46;1.719.741.009,90;CEBR5;CEB;CEBR5;Serviços Públicos;https://s3-symbol-logo.tradingview.com/ceb-pna--big.svg;False
CEBR6;24,80;16,14;9,09;1,66;1,21;49,37;54,36;44,81;7,49;4,79;-2,42;-0,54;4,07;2,59;-2,61;7,50;18,27;13,28;13,70;0,73;0,11;0,30;-33,77;10,56;738.817,57;14,93;2,73;0,50;1.719.741.009,90;CEBR6;CEB;CEBR6;Serviços Públicos;https://s3-symbol-logo.tradingview.com/ceb-pna--big.svg;False
CEDO3;15,01;;2,11;0,50;0,16;27,57;12,87;7,15;1,17;4,17;3,09;1,31;0,15;3,33;-0,27;1,13;23,49;7,40;14,79;0,31;0,68;1,03;8,89;;10.091,00;30,25;7,11;-0,26;138.036.962,24;CEDO3;Cedro Têxtil;CEDO3;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/cedro-on-n1--big.svg;False
CEDO4;12,20;;1,72;0,40;0,13;27,57;12,87;7,15;0,95;4,17;3,09;1,31;0,12;2,71;-0,22;1,13;23,49;7,40;14,79;0,31;0,68;1,03;8,89;;36.229,06;30,25;7,11;-0,21;138.036.962,24;CEDO4;Cedro Têxtil;CEDO4;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/cedro-on-n1--big.svg;False
CEEB3;37,00;3,59;4,55;1,15;0,30;30,33;24,02;12,18;2,31;6,51;3,59;1,78;0,55;-11,20;-0,36;0,86;25,20;6,67;17,34;0,26;0,74;0,55;10,09;16,13;31.594,76;32,28;8,13;0,19;12.304.687.178,04;CEEB3;COELBA;CEEB3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/coelba-pna--big.svg;False
CEEB5;36,70;3,62;4,51;1,14;0,30;30,33;24,02;12,18;2,29;6,51;3,59;1,78;0,55;-11,11;-0,36;0,86;25,20;6,67;17,34;0,26;0,74;0,55;10,09;16,13;3.670,00;32,28;8,13;0,19;12.304.687.178,04;;;CEEB5;Serviços Públicos;https://s3-symbol-logo.tradingview.com/coelba-pna--big.svg;False
CEEB6;60,68;2,41;7,46;1,88;0,50;30,33;24,02;12,18;3,78;6,51;3,59;1,78;0,91;-18,36;-0,60;0,86;25,20;6,67;17,34;0,26;0,74;0,55;10,09;16,13;;32,28;8,13;0,32;12.304.687.178,04;;;CEEB6;Serviços Públicos;https://s3-symbol-logo.tradingview.com/coelba-pna--big.svg;False
CEED3;9,00;;-1,24;-0,16;0,07;18,52;7,73;-8,43;1,36;13,07;11,71;;0,10;1,25;-0,10;1,22;-13,09;-5,75;15,89;-0,44;1,44;0,68;9,53;;1.799,67;-55,34;-7,25;0,30;616.098.524,00;CEED3;CEEE D;CEED3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/ceee-d--big.svg;False
CEED4;20,00;;-2,76;-0,36;0,16;18,52;7,73;-8,43;3,01;13,07;11,71;;0,23;2,78;-0,23;1,22;-13,09;-5,75;15,89;-0,44;1,44;0,68;9,53;;0,00;-55,34;-7,25;0,66;616.098.524,00;;;CEED4;Serviços Públicos;https://s3-symbol-logo.tradingview.com/ceee-d--big.svg;False
CEGR3;96,72;;46,55;13,98;5,57;29,12;18,37;10,78;27,33;28,08;0,75;0,38;5,02;-47,67;-7,07;0,64;30,04;11,97;26,34;0,40;0,60;1,11;2,19;7,66;0,00;6,92;2,08;-33,13;25.112.161.439,04;;;CEGR3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/ceg-on--big.svg;False
CEPE3;125,26;;16,69;4,41;0,64;21,75;14,52;6,84;7,86;13,86;6,57;3,69;1,14;16,84;-0,83;1,20;26,42;3,86;7,34;0,15;0,85;0,56;6,27;25,30;;28,41;7,51;0,00;8.662.392.210,18;;;;;;False
CEPE5;40,12;;5,35;1,41;0,21;21,75;14,52;6,84;2,52;13,86;6,57;3,69;0,37;5,39;-0,27;1,20;26,42;3,86;7,34;0,15;0,85;0,56;6,27;25,30;;28,41;7,51;0,00;8.662.392.210,18;;;;;;False
CEPE6;43,00;;5,73;1,51;0,22;21,75;14,52;6,84;2,70;13,86;6,57;3,69;0,39;5,78;-0,29;1,20;26,42;3,86;7,34;0,15;0,85;0,56;6,27;25,30;;28,41;7,51;0,00;8.662.392.210,18;;;;;;False
CESP3;25,55;;7,97;1,15;0,61;30,72;121,64;65,05;4,26;5,71;1,48;0,40;5,18;7,40;-0,70;3,50;14,45;7,72;11,79;0,53;0,47;0,12;-1,33;-2,02;;22,19;3,21;-0,03;8.302.192.833,55;;;;;;False
CESP5;25,00;;7,79;1,13;0,60;30,72;121,64;65,05;4,17;5,71;1,48;0,40;5,07;7,24;-0,68;3,50;14,45;7,72;11,79;0,53;0,47;0,12;-1,33;-2,02;;22,19;3,21;-0,03;8.302.192.833,55;;;;;;False
CESP6;25,25;;7,87;1,14;0,61;30,72;121,64;65,05;4,21;5,71;1,48;0,40;5,12;7,32;-0,69;3,50;14,45;7,72;11,79;0,53;0,47;0,12;-1,33;-2,02;;22,19;3,21;-0,03;8.302.192.833,55;;;;;;False
CGAS3;124,00;3,86;10,26;9,58;1,14;24,14;20,59;11,35;5,65;8,15;2,50;4,23;1,16;15,49;-1,57;1,37;93,41;11,13;22,35;0,12;0,88;0,98;10,17;3,23;13.195,57;12,95;12,09;-0,24;16.432.552.788,00;CGAS3;Comgás;CGAS3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/comgas-on--big.svg;False
CGAS5;128,70;3,44;10,64;9,94;1,19;24,14;20,59;11,35;5,87;8,15;2,50;4,23;1,21;16,07;-1,63;1,37;93,41;11,13;22,35;0,12;0,88;0,98;10,17;3,23;52.226,60;12,95;12,09;-0,25;16.432.552.788,00;CGAS5;Comgás;CGAS5;Serviços Públicos;https://s3-symbol-logo.tradingview.com/comgas-on--big.svg;False
CGRA3;30,00;10,62;5,24;0,65;0,47;52,41;10,34;15,78;8,00;5,82;-2,19;-0,18;0,83;1,69;-0,85;2,75;12,41;9,03;7,24;0,73;0,27;0,57;8,68;-1,86;24.913,32;46,11;5,72;0,10;617.568.480,00;CGRA3;Grazziotin;CGRA3;Comércio de Varejo;https://s3-symbol-logo.tradingview.com/grazziotin-on--big.svg;False
CGRA4;30,00;10,62;5,24;0,65;0,47;52,41;10,34;15,78;8,00;5,82;-2,19;-0,18;0,83;1,69;-0,85;2,75;12,41;9,03;7,24;0,73;0,27;0,57;8,68;-1,86;158.562,22;46,11;5,72;0,10;617.568.480,00;CGRA4;Grazziotin;CGRA4;Comércio de Varejo;https://s3-symbol-logo.tradingview.com/grazziotin-on--big.svg;False
CIEL3;5,83;;12,97;1,60;0,14;41,12;18,60;11,57;8,06;12,69;4,63;0,92;1,50;1,60;-1,51;1,11;12,31;1,11;3,73;0,09;0,88;0,10;-1,94;-4,62;0,00;3,65;0,45;-0,39;15.839.031.805,63;;;;;;True
CLSA3;10,49;;-24,41;3,06;2,30;33,36;-32,02;-16,96;-12,93;-10,71;2,22;-0,52;4,14;7,90;-4,94;2,19;-12,52;-9,40;-34,71;0,75;0,25;0,55;17,88;;57.778.110,00;3,43;-0,43;-0,08;1.971.344.369,40;;;;;;False
CLSC3;98,00;5,39;6,22;0,98;0,29;16,60;10,69;5,37;3,12;6,33;3,14;0,98;0,33;5,56;-0,41;1,23;15,67;4,67;12,79;0,30;0,70;0,87;5,86;16,46;37.365,29;100,50;15,75;-1,51;3.864.128.175,10;CLSC3;Celesc;CLSC3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/celesc-on-n2--big.svg;False
CLSC4;101,65;6,28;6,46;1,01;0,30;16,60;10,69;5,37;3,24;6,33;3,14;0,98;0,35;5,76;-0,42;1,23;15,67;4,67;12,79;0,30;0,70;0,87;5,86;16,46;576.413,30;100,50;15,75;-1,56;3.864.128.175,10;CLSC4;Celesc;CLSC4;Serviços Públicos;https://s3-symbol-logo.tradingview.com/celesc-on-n2--big.svg;False
CMIG3;14,16;10,34;6,23;1,42;0,64;18,16;22,09;15,50;4,37;5,02;1,33;0,43;0,97;-665,54;-0,81;1,00;22,84;10,25;17,27;0,45;0,55;0,66;9,42;15,77;3.658.720,39;9,95;2,27;0,15;34.197.634.086,32;CMIG3;Cemig;CMIG3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/cemig--big.svg;False
CMIG4;10,84;13,54;4,77;1,09;0,49;18,16;22,09;15,50;3,35;5,02;1,33;0,43;0,74;-509,50;-0,62;1,00;22,84;10,25;17,27;0,45;0,55;0,66;9,42;15,77;79.677.597,22;9,95;2,27;0,11;34.197.634.086,32;CMIG4;Cemig;CMIG4;Serviços Públicos;https://s3-symbol-logo.tradingview.com/cemig--big.svg;False
CMIN3;5,60;14,82;13,83;3,33;0,85;47,43;26,67;13,26;6,88;5,74;-1,14;-0,55;1,83;4,12;-1,62;1,78;24,04;6,17;20,28;0,26;0,74;0,47;7,57;-9,53;18.466.701,48;1,68;0,40;-0,27;30.717.897.476,00;CMIN3;CSN Mineração;CMIN3;Minerais Não-Energéticos;https://s3-symbol-logo.tradingview.com/csn-mineracao--big.svg;False
CMSA3;0,00;;0,00;0,00;0,00;;;;0,00;0,07;0,07;-0,96;;0,00;0,00;38,28;-1.369,84;-1.336,29;-1.392,40;0,98;0,02;0,00;;;;0,00;0,00;0,00;0,00;;;;;;True
CMSA4;0,00;;0,00;0,00;0,00;;;;0,00;0,07;0,07;-0,96;;0,00;0,00;38,28;-1.369,84;-1.336,29;-1.392,40;0,98;0,02;0,00;;;;0,00;0,00;0,00;0,00;;;;;;True
CNSY3;30,22;;-86,19;-23,75;5,37;18,72;7,08;-7,71;93,87;109,95;16,08;;6,65;-28,61;-6,18;0,41;-27,56;-6,23;4,37;-0,23;1,23;0,81;2,97;;;-1,27;-0,35;0,14;935.885.083,86;;;;;;False
COCE3;35,00;;7,79;0,58;0,20;17,54;13,43;4,39;2,54;6,94;4,56;1,03;0,34;-1,33;-0,25;0,57;7,40;2,56;10,56;0,35;0,65;0,58;9,44;-0,85;7.490,00;60,78;4,50;1,05;2.823.170.695,00;COCE3;Coelce;COCE3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/coelce-pna--big.svg;False
COCE5;29,00;;6,45;0,48;0,16;17,54;13,43;4,39;2,11;6,94;4,56;1,03;0,28;-1,10;-0,21;0,57;7,40;2,56;10,56;0,35;0,65;0,58;9,44;-0,85;152.954,70;60,78;4,50;0,87;2.823.170.695,00;COCE5;Coelce;COCE5;Serviços Públicos;https://s3-symbol-logo.tradingview.com/coelce-pna--big.svg;False
COCE6;12,83;;2,85;0,21;0,07;17,54;13,43;4,39;0,93;6,94;4,56;1,03;0,13;-0,49;-0,09;0,57;7,40;2,56;10,56;0,35;0,65;0,58;9,44;-0,85;0,00;60,78;4,50;0,38;2.823.170.695,00;;;COCE6;Serviços Públicos;https://s3-symbol-logo.tradingview.com/coelce-pna--big.svg;False
COGN3;3,29;2,03;5,56;0,49;0,26;68,20;22,32;16,49;4,11;7,73;3,62;0,43;0,92;4,17;-0,32;1,53;8,84;4,70;6,01;0,53;0,42;0,28;-1,88;36,40;70.750.026,83;6,70;0,59;-0,02;6.174.034.430,90;COGN3;Cogna;COGN3;Serviços Comerciais;https://s3-symbol-logo.tradingview.com/cogna--big.svg;False
CORR3;2,71;;0,01;0,01;0,00;100,00;2.560,96;2.141,14;0,01;-1,26;-1,41;-2,58;0,19;0,01;-0,02;4,25;152,84;44,18;126,45;0,29;0,71;0,02;-16,36;;;201,49;307,95;0,00;1.278.894,65;;;;;;True
CORR4;82,00;;0,27;0,41;0,12;100,00;2.560,96;2.141,14;0,22;-1,26;-1,41;-2,58;5,70;0,20;-0,48;4,25;152,84;44,18;126,45;0,29;0,71;0,02;-16,36;;;201,49;307,95;0,00;1.278.894,65;;;;;;True
CPFE3;38,75;7,21;8,26;2,08;0,56;31,48;24,89;12,29;4,08;6,33;2,26;1,15;1,01;-19,70;-0,71;0,88;25,17;6,82;16,26;0,27;0,72;0,56;7,33;14,88;39.583.916,96;18,64;4,69;-7,11;44.649.859.550,00;CPFE3;CPFL Energia;CPFE3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/cpfl-energia--big.svg;False
CPLE3;12,11;4,86;11,87;1,41;0,59;21,84;19,62;12,75;7,71;11,61;3,63;0,66;1,51;25,18;-0,74;1,13;11,89;5,01;9,02;0,42;0,58;0,39;6,88;8,87;39.431.502,35;8,58;1,02;0,38;37.383.683.725,26;CPLE3;Copel;CPLE3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/cia-paranaense--big.svg;False
CPLE5;13,10;4,95;12,84;1,53;0,64;21,84;19,62;12,75;8,34;11,61;3,63;0,66;1,64;27,24;-0,80;1,13;11,89;5,01;9,02;0,42;0,58;0,39;6,88;8,87;3.607,15;8,58;1,02;0,41;37.383.683.725,26;CPLE5;Copel;CPLE5;Serviços Públicos;https://s3-symbol-logo.tradingview.com/cia-paranaense--big.svg;False
CPLE6;12,86;5,04;12,60;1,50;0,63;21,84;19,62;12,75;8,19;11,61;3,63;0,66;1,61;26,74;-0,79;1,13;11,89;5,01;9,02;0,42;0,58;0,39;6,88;8,87;100.574.926,35;8,58;1,02;0,40;37.383.683.725,26;CPLE6;Copel;CPLE6;Serviços Públicos;https://s3-symbol-logo.tradingview.com/cia-paranaense--big.svg;False
CPRE3;18,23;;9,29;2,44;0,99;63,83;47,70;31,77;6,19;6,14;-0,05;-0,02;2,95;-20,50;-1,19;0,77;26,21;10,70;22,69;0,41;0,58;0,34;13,50;64,53;;7,49;1,96;-0,82;10.824.655.047,92;;;;;;False
CREM3;14,50;;32,70;2,45;0,67;30,30;7,39;2,10;9,28;13,11;3,84;1,01;0,69;4,89;-1,69;1,29;7,50;2,05;9,29;0,27;0,73;0,98;1,09;;;5,91;0,44;22,14;465.122.474,00;;;;;;False
CRFB3;8,48;1,13;8,92;0,84;0,19;18,14;3,65;1,69;4,12;7,99;3,87;0,78;0,15;-25,37;-0,36;0,98;9,36;2,13;8,44;0,23;0,75;1,26;14,00;14,62;122.254.636,00;10,15;0,95;0,00;17.884.800.909,28;;;;;;False
