TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO;Ticker;Nome;Última (R$);Variação;STOCK;DEPARTMENT;IMAGE;isFinancial
ELET6;53,25;7,26;18,54;1,04;0,45;45,23;42,34;15,18;6,65;8,55;2,19;0,34;2,81;5,31;-0,55;1,86;5,59;2,41;9,49;0,43;0,57;0,16;7,70;-9,12;63.840.367,32;51,42;2,87;0,38;117.619.899.920,68;ELET6;Eletrobras;51,72;+1,79%;ELET6;Serviços Públicos;https://s3-symbol-logo.tradingview.com/centrais-eletr-bras-sa--big.svg;False
ELMD3;31,00;0,64;39,74;4,53;1,39;49,42;24,62;8,95;14,44;17,04;2,60;0,82;3,55;10,24;-2,04;1,76;11,40;3,51;9,18;0,31;0,63;0,39;32,00;51,88;704.100,00;6,85;0,78;8,29;4.455.057.771,00;;;;;;;;False
ELPL3;8,31;;2,40;0,42;0,08;18,31;13,47;4,83;0,86;4,14;3,28;1,62;0,12;-0,74;-0,11;0,66;17,63;3,46;17,05;0,20;0,80;0,72;6,92;5,89;;19,62;3,46;0,13;2.485.315.360,74;;;;;;;;False
EMAE3;150,00;;83,03;4,39;2,52;37,65;1,62;10,67;546,93;259,12;-24,41;-0,20;8,86;10,09;-3,57;6,96;5,28;3,04;-1,42;0,58;0,42;0,28;7,20;-6,35;0,00;34,18;1,81;-1,51;2.873.053.500,00;;;;;EMAE3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/emae-pn--big.svg;False
EMAE4;30,00;;16,61;0,88;0,50;37,65;1,62;10,67;109,39;259,12;-24,41;-0,20;1,77;2,02;-0,71;6,96;5,28;3,04;-1,42;0,58;0,42;0,28;7,20;-6,35;132.739,23;34,18;1,81;-0,30;2.873.053.500,00;EMAE4;EMAE;27,35;-0,69%;EMAE4;Serviços Públicos;https://s3-symbol-logo.tradingview.com/emae-pn--big.svg;False
EMBR3;79,52;0,09;27,54;3,24;0,89;18,57;11,14;5,37;13,27;14,44;1,17;0,28;1,48;6,71;-1,94;1,33;11,75;3,25;13,29;0,28;0,70;0,60;27,61;;350.881.983,14;24,57;2,89;2,32;58.881.780.298,88;EMBR3;Embraer;75,39;-0,61%;EMBR3;Tecnologia Eletrônica;https://s3-symbol-logo.tradingview.com/embraer--big.svg;False
ENAT3;21,80;;10,29;1,29;0,46;24,54;56,10;25,34;4,65;5,12;0,47;0,13;2,61;1,31;-0,85;3,90;12,53;4,43;8,60;0,35;0,65;0,17;11,74;5,75;201.679.399,00;16,91;2,12;0,01;5.785.005.265,20;;;;;;;;False
ENBR3;24,08;5,18;6,26;1,13;0,37;25,53;21,00;11,84;3,53;5,96;2,43;0,78;0,74;2,21;-0,70;1,54;18,09;5,89;14,13;0,33;0,64;0,50;2,76;10,81;;21,26;3,85;0,26;13.994.459.653,44;;;;;;;;False
ENEV3;16,56;;-149,19;1,65;0,60;30,95;17,72;-1,40;11,77;17,40;5,62;0,79;2,09;12,08;-0,72;1,42;-1,10;-0,40;5,98;0,37;0,61;0,29;29,41;;281.472.192,82;10,06;-0,11;1,10;32.076.283.776,48;ENEV3;Eneva;16,29;+2,32%;ENEV3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/eneva--big.svg;False
ENGI11;50,95;5,69;6,83;1,28;0,29;25,14;17,94;9,73;3,70;8,32;4,62;1,60;0,66;6,98;-0,38;1,23;18,74;4,30;9,65;0,23;0,71;0,44;11,12;49,62;126.149.365,95;39,81;7,46;0,17;23.329.237.315,97;ENGI11;Energisa;49,98;+0,66%;ENGI11;;https://s3-symbol-logo.tradingview.com/energisa-unt-n2--big.svg;False
ENGI3;13,84;4,19;9,28;1,74;0,40;25,14;17,94;9,73;5,03;8,32;4,62;1,60;0,90;9,48;-0,51;1,23;18,74;4,30;9,65;0,23;0,71;0,44;11,12;49,62;110.268,05;7,96;1,49;0,23;23.329.237.315,97;ENGI3;Energisa;13,61;-5,62%;ENGI3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/energisa-unt-n2--big.svg;False
ENGI4;9,03;6,42;6,05;1,13;0,26;25,14;17,94;9,73;3,28;8,32;4,62;1,60;0,59;6,19;-0,34;1,23;18,74;4,30;9,65;0,23;0,71;0,44;11,12;49,62;62.609,14;7,96;1,49;0,15;23.329.237.315,97;ENGI4;Energisa;8,93;+0,34%;ENGI4;Serviços Públicos;https://s3-symbol-logo.tradingview.com/energisa-unt-n2--big.svg;False
ENJU3;0,93;;-9,20;0,62;0,45;56,11;-10,79;-7,80;-6,65;0,28;6,93;-0,65;0,72;1,19;-1,07;2,95;-6,77;-4,92;-10,05;0,73;0,27;0,63;37,65;;629.458,50;1,49;-0,10;0,14;190.666.730,70;ENJU3;Enjoei;0,95;+0,00%;ENJU3;Comércio de Varejo;https://s3-symbol-logo.tradingview.com/enjoei-on-nm--big.svg;False
ENMA3B;50,49;;9,71;1,96;0,73;28,31;18,54;12,94;6,78;;2,54;0,73;1,26;11,60;-0,97;1,34;20,20;7,54;14,17;0,37;0,63;0,58;10,37;5,70;;25,74;5,20;0,72;;;;;;;;;False
ENMA6B;83,99;;16,15;3,26;1,22;28,31;18,54;12,94;11,27;;2,54;0,73;2,09;19,30;-1,62;1,34;20,20;7,54;14,17;0,37;0,63;0,58;10,37;5,70;;25,74;5,20;1,20;;;;;;;;;False
ENMT3;54,99;8,44;11,77;2,89;0,81;26,14;19,20;11,91;7,30;10,91;3,69;1,46;1,40;10,09;-1,09;1,45;24,58;6,87;13,81;0,28;0,72;0,58;10,74;11,47;25.226,63;19,00;4,67;-0,41;11.911.980.398,76;ENMT3;Energisa MT;51,00;-1,70%;ENMT3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/energisa-mt-on--big.svg;False
ENMT4;54,10;8,58;11,58;2,85;0,80;26,14;19,20;11,91;7,18;10,91;3,69;1,46;1,38;9,93;-1,07;1,45;24,58;6,87;13,81;0,28;0,72;0,58;10,74;11,47;10.908,64;19,00;4,67;-0,41;11.911.980.398,76;ENMT4;Energisa MT;53,80;+1,51%;ENMT4;Serviços Públicos;https://s3-symbol-logo.tradingview.com/energisa-mt-on--big.svg;False
EPAR3;4,56;40,30;13,73;1,66;1,19;19,76;-119,83;169,30;-19,40;-18,54;0,86;-0,07;23,25;15,28;-1,35;3,21;12,07;8,70;-24,67;0,72;0,28;0,05;-44,69;-12,59;28.674,09;2,75;0,33;-0,09;67.764.190,08;EPAR3;Embpar Participações;4,45;+1,14%;EPAR3;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/embpar-s-a-on--big.svg;True
EQPA3;5,66;11,64;6,89;2,68;0,70;28,86;20,98;15,66;5,14;7,06;1,92;1,00;1,08;-122,81;-1,02;0,98;38,85;10,13;20,45;0,26;0,74;0,65;14,19;31,09;376.303,41;2,12;0,82;-0,40;12.509.771.830,34;EQPA3;Equatorial Energia Pará;5,63;+0,54%;EQPA3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/eqtl-para-on--big.svg;False
EQPA5;6,25;10,54;7,60;2,95;0,77;28,86;20,98;15,66;5,67;7,06;1,92;1,00;1,19;-135,62;-1,13;0,98;38,85;10,13;20,45;0,26;0,74;0,65;14,19;31,09;0,00;2,12;0,82;-0,44;12.509.771.830,34;;;;;EQPA5;Serviços Públicos;https://s3-symbol-logo.tradingview.com/eqtl-para-on--big.svg;False
EQPA6;7,10;9,28;8,64;3,36;0,87;28,86;20,98;15,66;6,45;7,06;1,92;1,00;1,35;-154,06;-1,28;0,98;38,85;10,13;20,45;0,26;0,74;0,65;14,19;31,09;7.118,00;2,12;0,82;-0,50;12.509.771.830,34;;;;;EQPA6;Serviços Públicos;https://s3-symbol-logo.tradingview.com/eqtl-para-on--big.svg;False
EQPA7;6,52;10,10;7,93;3,08;0,80;28,86;20,98;15,66;5,92;7,06;1,92;1,00;1,24;-141,48;-1,18;0,98;38,85;10,13;20,45;0,26;0,74;0,65;14,19;31,09;685,00;2,12;0,82;-0,46;12.509.771.830,34;EQPA7;Equatorial Energia Pará;6,85;+5,06%;EQPA7;Serviços Públicos;https://s3-symbol-logo.tradingview.com/eqtl-para-on--big.svg;False
EQTL3;37,44;2,11;12,87;1,68;0,40;27,54;20,36;7,38;4,67;9,20;4,54;1,63;0,95;9,57;-0,51;1,24;13,05;3,13;11,31;0,24;0,72;0,42;19,27;8,63;247.280.338,86;22,30;2,91;0,19;47.006.108.098,56;EQTL3;Equatorial Energia;36,66;+1,13%;EQTL3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/equatorial--big.svg;False
ESPA3;1,28;0,13;48,11;0,53;0,21;32,97;14,50;0,92;3,05;7,20;4,15;0,72;0,44;1,38;-0,39;1,48;1,10;0,43;8,63;0,39;0,61;0,47;9,72;-28,38;463.593,05;2,41;0,03;-0,27;462.621.524,48;ESPA3;Espaçolaser;1,22;+0,83%;ESPA3;Consumo de Serviços;https://s3-symbol-logo.tradingview.com/espacolaser-on-nm--big.svg;False
ESTR3;5,00;;-1,56;-0,07;0,11;39,41;-3,79;-16,12;-6,64;-26,37;-18,84;;0,25;-0,05;-0,18;0,15;-4,38;-7,31;1,28;-1,67;2,67;0,45;6,61;;1.751,00;-73,28;-3,21;0,47;45.806.500,00;ESTR3;Estrela;5,00;-0,20%;ESTR3;Consumo Duráveis;https://s3-symbol-logo.tradingview.com/estrela-pn--big.svg;False
ESTR4;6,00;;-1,87;-0,08;0,14;39,41;-3,79;-16,12;-7,97;-26,37;-18,84;;0,30;-0,06;-0,22;0,15;-4,38;-7,31;1,28;-1,67;2,67;0,45;6,61;;10.306,31;-73,28;-3,21;0,57;45.806.500,00;ESTR4;Estrela;6,00;+10,50%;ESTR4;Consumo Duráveis;https://s3-symbol-logo.tradingview.com/estrela-pn--big.svg;False
ETER3;4,80;1,85;6,35;0,36;0,22;21,04;2,51;3,95;10,00;14,90;4,91;0,18;0,25;1,38;-0,37;1,65;5,65;3,44;-1,26;0,61;0,39;0,87;18,91;;360.928,55;13,38;0,76;-0,11;296.527.560,00;ETER3;Eternit;4,90;+1,03%;ETER3;Minerais Não-Energéticos;https://s3-symbol-logo.tradingview.com/eternit--big.svg;False
EUCA3;21,26;3,14;7,61;0,72;0,41;35,05;14,79;8,47;4,36;5,05;1,21;0,20;0,64;2,13;-0,66;2,11;9,49;5,45;10,01;0,57;0,43;0,64;13,37;31,55;9.410,88;29,45;2,79;-0,21;1.732.843.391,96;EUCA3;Eucatex;21,45;+8,01%;EUCA3;Minerais Não-Energéticos;https://s3-symbol-logo.tradingview.com/eucatex-pn-n1--big.svg;False
EUCA4;17,41;4,22;6,23;0,59;0,34;35,05;14,79;8,47;3,57;5,05;1,21;0,20;0,53;1,74;-0,54;2,11;9,49;5,45;10,01;0,57;0,43;0,64;13,37;31,55;527.589,82;29,45;2,79;-0,17;1.732.843.391,96;EUCA4;Eucatex;17,86;+0,17%;EUCA4;Minerais Não-Energéticos;https://s3-symbol-logo.tradingview.com/eucatex-pn-n1--big.svg;False
EVEN3;7,80;5,13;-74,02;0,82;0,30;27,87;0,98;-1,41;106,72;120,56;13,85;0,11;1,05;0,50;-1,29;4,80;-1,11;-0,41;-0,22;0,37;0,58;0,29;2,43;;3.182.600,55;9,48;-0,11;0,69;1.560.000.000,00;EVEN3;Even;8,18;+3,15%;EVEN3;Financeiro;https://s3-symbol-logo.tradingview.com/even--big.svg;False
EZTC3;17,11;8,05;7,67;0,75;0,54;37,76;25,19;29,61;9,01;9,82;0,81;0,07;2,27;1,35;-0,97;9,37;9,83;7,02;5,71;0,71;0,27;0,24;14,17;11,90;16.322.933,77;22,70;2,23;0,09;3.781.123.552,33;EZTC3;EZTEC;17,54;+4,59%;EZTC3;Financeiro;https://s3-symbol-logo.tradingview.com/eztec--big.svg;False
FBMC3;0,00;;0,00;0,00;0,00;-60,76;-92,67;-101,97;0,00;-0,74;-0,67;;0,00;0,00;0,00;0,31;-24,19;-36,57;25,82;-1,51;2,51;0,36;-18,14;;;-87,48;-21,16;0,00;904.253,84;;;;;;;;False
FBMC4;1,96;;-0,09;-0,02;0,03;-60,76;-92,67;-101,97;-0,10;-0,74;-0,67;;0,09;-0,04;-0,05;0,31;-24,19;-36,57;25,82;-1,51;2,51;0,36;-18,14;;;-87,48;-21,16;0,00;904.253,84;;;;;;;;False
FESA3;11,15;4,07;14,45;1,17;0,92;17,41;4,02;11,38;40,93;23,03;-7,01;-0,20;1,64;3,08;-1,59;3,46;8,09;6,37;2,54;0,79;0,21;0,56;11,82;4,26;3.409,00;9,54;0,77;0,73;2.890.148.750,00;FESA3;Ferbasa;11,65;-3,56%;FESA3;Minerais Não-Energéticos;https://s3-symbol-logo.tradingview.com/ferbasa--big.svg;False
FESA4;6,70;7,30;8,68;0,70;0,55;17,41;4,02;11,38;24,59;23,03;-7,01;-0,20;0,99;1,85;-0,95;3,46;8,09;6,37;2,54;0,79;0,21;0,56;11,82;4,26;3.117.572,86;9,54;0,77;0,44;2.890.148.750,00;FESA4;Ferbasa;6,72;+2,60%;FESA4;Minerais Não-Energéticos;https://s3-symbol-logo.tradingview.com/ferbasa--big.svg;False
FHER3;4,10;;-0,35;-0,20;0,07;3,26;-5,22;-14,16;-0,94;0,24;1,18;;0,05;-0,56;-0,26;0,87;-57,04;-18,75;47,70;-0,33;1,33;1,32;31,29;;19.903,64;-20,73;-11,83;-0,04;220.814.864,40;FHER3;Fertilizantes Heringer;4,10;+3,80%;FHER3;Industrias de Processamento;https://s3-symbol-logo.tradingview.com/fer-heringeron-nm--big.svg;False
FICT3;3,20;;-3,19;-7,77;14,69;94,10;23,53;121,30;-16,43;-17,37;-0,94;;;-65,95;-17,36;0,41;-243,57;-460,83;1.174,00;-1,89;2,89;-3,80;;;51.920,32;-0,41;-1,00;0,01;76.175.673,60;FICT3;Fictor Alimentos;3,24;+2,86%;FICT3;Serviços Comerciais;https://s3-symbol-logo.tradingview.com/fictoralimenon--big.svg;True
FIEI3;21,78;;-104,88;0,68;0,50;58,31;-10,64;-22,97;-226,41;-279,83;-53,42;0,16;24,09;5,43;-0,63;1,81;-0,64;-0,48;-0,49;0,74;0,26;0,02;-40,55;;27.040,75;32,25;-0,21;1,09;52.754.492,34;FIEI3;Fica;20,00;+0,00%;FIEI3;Financeiro;https://s3-symbol-logo.tradingview.com/fica-on--big.svg;False
FIGE3;11,94;;2,13;0,16;0,15;100,00;92,61;63,32;1,46;0,49;;;1,35;14.112,70;-0,15;;7,41;7,23;;0,97;0,03;0,11;6,80;11,25;0,00;75,50;5,60;0,11;9.457.960,56;;;;;FIGE3;Financeiro;https://s3-symbol-logo.tradingview.com/invest-bemgeon--big.svg;True
FIGE4;0,00;;0,00;0,00;0,00;100,00;92,61;63,32;0,00;0,49;;;0,00;0,00;0,00;;7,41;7,23;;0,97;0,03;0,11;6,80;11,25;;75,50;5,60;0,00;9.457.960,56;;;;;FIGE4;Financeiro;https://s3-symbol-logo.tradingview.com/invest-bemgeon--big.svg;True
FIQE3;4,54;5,93;9,23;1,30;0,71;50,88;26,25;16,54;5,82;6,65;0,83;0,19;1,53;8,30;-0,94;1,56;14,08;7,73;9,07;0,55;0,45;0,47;44,39;37,24;1.445.877,64;3,50;0,49;-0,28;1.643.705.224,86;FIQE3;Unifique;4,59;+0,88%;FIQE3;Comunicações;https://s3-symbol-logo.tradingview.com/unifique-on-nm--big.svg;False
FLEX3;0,00;;0,00;0,00;0,00;19,49;-100,31;-141,80;0,00;-0,43;-0,43;;0,00;0,00;0,00;0,11;-81,00;-290,31;83,68;-3,58;4,58;2,05;-5,08;;;-132,45;-107,28;0,00;0,00;;;;;;;;False
FLRY3;16,10;6,15;14,53;1,64;0,67;26,92;15,06;7,73;7,46;10,24;2,78;0,61;1,12;3,36;-1,01;2,51;11,27;4,64;9,10;0,41;0,58;0,60;21,48;14,18;50.841.409,95;9,83;1,11;9,44;8.809.775.518,60;FLRY3;Fleury;15,58;-0,19%;FLRY3;Serviços de Saúde;https://s3-symbol-logo.tradingview.com/fleury-on-nm--big.svg;False
FNCN3;14,25;;-0,04;0,03;0,00;-82,62;-98,66;-59,20;-0,02;-0,02;;;0,02;0,01;-0,02;1,56;-65,31;-10,62;;0,16;0,84;0,18;187,45;;;555,08;-362,52;0,00;13.021.336,50;;;;;;;;True
FRAS3;22,50;2,72;18,76;2,89;0,95;33,43;14,24;6,95;9,16;11,96;2,80;0,88;1,30;3,60;-1,82;2,24;15,40;5,07;12,27;0,33;0,67;0,73;23,77;55,58;8.339.256,23;7,79;1,20;-23,82;6.307.539.547,50;FRAS3;Fras-le;22,41;+0,49%;FRAS3;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/fras-le-on-n1--big.svg;False
FRIO3;229,99;;141,30;4,11;0,73;17,24;7,81;0,43;7,73;11,38;3,64;1,94;0,60;4,90;-2,36;1,28;2,91;0,52;12,52;0,18;0,78;1,21;8,13;-14,03;0,00;55,90;1,63;-0,75;1.445.784.527,07;;;;;FRIO3;Produtor Manufatureiro;https://s3-symbol-logo.tradingview.com/metalfrio-on-nm--big.svg;False
FRTA3;1,31;;-0,49;-0,04;0,09;16,57;-16,43;-72,29;-2,17;-56,86;-54,68;;0,36;-0,03;-0,10;0,03;-7,17;-17,77;17,57;-2,48;3,48;0,25;7,62;;;-36,95;-2,65;-0,11;2.690.223,86;;;;;;;;False
FTRT3B;0,00;;0,00;0,00;0,00;;;;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;-0,95;-0,90;-2,42;0,95;0,05;0,00;;;;0,01;0,00;0,00;0,00;;;;;;;;True
G2DI33;1,72;;-7,75;0,26;0,25;100,00;312,74;381,68;-9,45;-11,42;-1,97;0,06;;-5,93;-0,25;0,12;-3,41;-3,20;-2,64;0,94;0,06;-0,01;;;47.598,68;6,50;-0,22;0,09;197.896.987,36;;;;;G2DI33;Financeiro;https://s3-symbol-logo.tradingview.com/g2d-invest-dr3--big.svg;True
GBIO33;10,40;;-14,97;1,32;0,79;43,48;3,79;-10,14;40,09;47,57;7,48;0,25;1,52;7,57;-1,43;1,31;-8,83;-5,29;-0,10;0,60;0,40;0,52;12,83;;;7,86;-0,69;0,06;1.108.871.982,40;;;;;;;;False
GEPA3;33,90;20,69;10,67;1,82;0,90;43,73;40,60;24,02;6,31;6,71;0,13;0,04;2,56;-13,26;-1,14;0,76;17,08;8,43;14,05;0,49;0,51;0,35;1,08;3,23;12.264,56;18,60;3,18;-0,88;3.336.013.110,78;GEPA3;Rio Paranapanema Energia;34,00;+3,19%;GEPA3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/ger-paranap-pn--big.svg;False
GEPA4;36,04;19,46;11,35;1,94;0,96;43,73;40,60;24,02;6,71;6,71;0,13;0,04;2,73;-14,10;-1,21;0,76;17,08;8,43;14,05;0,49;0,51;0,35;1,08;3,23;42.233,47;18,60;3,18;-0,93;3.336.013.110,78;GEPA4;Rio Paranapanema Energia;35,90;-0,22%;GEPA4;Serviços Públicos;https://s3-symbol-logo.tradingview.com/ger-paranap-pn--big.svg;False
GETT11;10,00;;31,44;5,16;0,34;41,43;18,41;17,71;30,25;;0,99;0,17;5,57;13,05;-8,16;1,03;16,41;1,07;7,88;0,07;0,93;0,06;;;0,00;1,94;0,32;0,47;;;;;;;;;True
GETT3;2,40;;7,55;1,24;0,08;41,43;18,41;17,71;7,26;;0,99;0,17;1,34;3,13;-1,96;1,03;16,41;1,07;7,88;0,07;0,93;0,06;;;;1,94;0,32;0,11;;;;;;;;;True
GETT4;2,40;;7,55;1,24;0,08;41,43;18,41;17,71;7,26;;0,99;0,17;1,34;3,13;-1,96;1,03;16,41;1,07;7,88;0,07;0,93;0,06;;;;1,94;0,32;0,11;;;;;;;;;True
GFSA3;11,57;;-3,47;0,06;0,03;-8,21;-3,09;-3,83;-4,31;-51,87;-47,56;0,71;0,13;0,11;-0,06;1,62;-1,86;-0,72;-4,60;0,39;0,61;0,19;20,38;;5.058.011,23;179,36;-3,33;0,19;129.146.850,69;GFSA3;Gafisa;12,12;+2,62%;GFSA3;Financeiro;https://s3-symbol-logo.tradingview.com/gafisa--big.svg;False
GGBR3;15,09;4,24;9,30;0,55;0,35;12,41;8,66;4,73;5,08;6,98;1,52;0,17;0,44;1,39;-0,57;2,89;5,95;3,76;6,18;0,63;0,37;0,80;11,07;22,12;411.137,32;27,27;1,62;-0,26;32.643.051.335,61;GGBR3;Gerdau;15,40;+0,46%;GGBR3;Minerais Não-Energéticos;https://s3-symbol-logo.tradingview.com/gerdau--big.svg;False
GGBR4;16,83;3,80;10,37;0,62;0,39;12,41;8,66;4,73;5,66;6,98;1,52;0,17;0,49;1,56;-0,63;2,89;5,95;3,76;6,18;0,63;0,37;0,80;11,07;22,12;138.664.171,27;27,27;1,62;-0,29;32.643.051.335,61;GGBR4;Gerdau;16,84;+0,36%;GGBR4;Minerais Não-Energéticos;https://s3-symbol-logo.tradingview.com/gerdau--big.svg;False
GGPS3;18,41;1,76;19,19;3,34;0,88;14,47;8,31;3,91;9,03;10,66;1,63;0,60;0,75;2,98;-1,81;2,33;17,38;4,57;13,39;0,26;0,74;1,17;27,93;25,07;27.575.574,68;5,52;0,96;-6,70;12.468.737.723,82;GGPS3;GPS;18,25;+0,83%;GGPS3;Serviços Comerciais;https://s3-symbol-logo.tradingview.com/gps-on-nm--big.svg;False
GMAT3;7,12;3,12;11,32;1,57;0,79;22,93;6,92;4,14;6,77;7,23;0,46;0,11;0,47;2,37;-1,87;2,34;13,84;6,94;18,19;0,50;0,49;1,68;31,90;33,18;26.329.796,55;4,54;0,63;0,90;16.009.105.218,08;GMAT3;Grupo Mateus;7,08;+0,71%;GMAT3;Comércio de Varejo;https://s3-symbol-logo.tradingview.com/grupo-mateuson-nm--big.svg;False
GNDI3;66,95;;-3.584,81;5,84;2,38;18,55;3,28;-0,10;104,45;109,34;4,90;0,27;3,42;79,65;-3,01;1,17;-0,16;-0,07;2,22;0,41;0,59;0,69;29,03;;;11,47;-0,02;35,34;41.526.443.086,05;;;;;;;;False
GOAU3;9,62;3,53;8,49;0,49;0,11;12,41;8,64;1,63;1,60;3,13;1,52;0,47;0,14;0,44;-0,18;2,89;5,81;1,29;6,66;0,22;0,37;0,80;11,07;21,50;254.841,55;19,50;1,13;-0,24;9.584.593.618,60;GOAU3;Metalúrgica Gerdau;9,52;+1,17%;GOAU3;Minerais Não-Energéticos;https://s3-symbol-logo.tradingview.com/gerdau--big.svg;False
GOAU4;9,66;3,52;8,53;0,50;0,11;12,41;8,64;1,63;1,61;3,13;1,52;0,47;0,14;0,44;-0,18;2,89;5,81;1,29;6,66;0,22;0,37;0,80;11,07;21,50;52.353.625,14;19,50;1,13;-0,24;9.584.593.618,60;GOAU4;Metalúrgica Gerdau;9,57;+0,63%;GOAU4;Minerais Não-Energéticos;https://s3-symbol-logo.tradingview.com/gerdau--big.svg;False
GOLL4;0,80;;-1.201,75;-462,30;280,60;24,31;-3,85;-29,13;-9.096,66;-1.209,69;-15,43;;350,11;-1.687,93;-406,79;0,65;-38,47;-23,35;-713,14;-0,61;1,61;0,80;6,65;;39.602.008,00;0,00;0,00;-8,45;962.683.405.967,82;;;;;;;;False
GPAR3;15,05;;31,46;1,49;1,36;55,49;-7,86;114,89;-460,14;-369,10;91,04;-0,29;36,15;4,10;-2,08;27,17;4,74;4,33;-2,27;0,91;0,09;0,04;-31,17;-9,42;1.505,00;10,10;0,48;-0,39;1.199.131.355,10;GPAR3;CELGPAR;15,05;-34,28%;GPAR3;Serviços Públicos;https://s3-symbol-logo.tradingview.com/celgpar-on--big.svg;False
GPIV33;4,42;;-2,31;0,23;0,12;100,00;346,80;157,05;-1,04;0,25;1,29;-0,28;;0,89;-0,15;3,34;-9,85;-5,19;-13,20;0,53;0,14;-0,03;;;308.564,00;19,47;-1,92;0,01;299.388.200,54;;;;;;;;True
GRAO3;0,00;;0,00;0,00;0,00;4,40;3,89;1,28;0,00;1,51;1,51;1,18;0,00;0,00;0,00;0,92;25,93;4,44;21,91;0,17;0,76;3,46;41,49;84,79;;1,82;0,47;0,00;0,00;;;;;GRAO3;Serviços de Distribuição;https://s3-symbol-logo.tradingview.com/country/BR--big.svg;False
GRND3;5,25;11,11;5,84;1,18;1,06;47,38;19,68;29,72;8,82;6,36;-2,47;-0,33;1,74;1,90;-3,07;6,97;20,17;18,20;10,73;0,90;0,10;0,61;4,88;10,38;7.179.444,41;4,46;0,90;0,14;4.736.340.000,00;GRND3;Grendene;5,29;+1,93%;GRND3;Consumo de Não Duráveis;https://s3-symbol-logo.tradingview.com/grendene--big.svg;False
GSHP3;2,76;;-0,02;0,00;0,00;67,17;-47,19;-147,93;-0,06;-23,78;-23,72;;0,03;-0,10;-0,01;0,76;-20,54;-23,62;-13,47;-1,15;2,15;0,16;5,33;;2.178,53;-694,10;-142,56;0,00;5.323.402,44;GSHP3;General Shopping & Outlets;2,90;-1,36%;GSHP3;Financeiro;https://s3-symbol-logo.tradingview.com/generalshoppon--big.svg;True
GUAR3;9,49;1,24;11,51;0,86;0,35;59,87;8,46;4,05;5,51;6,40;0,90;0,14;0,47;1,72;-0,93;1,48;7,45;3,04;9,15;0,41;0,59;0,75;4,29;-7,03;7.860.888,09;11,07;0,82;0,04;4.737.408.000,00;GUAR3;Guararapes;10,07;-1,27%;GUAR3;Serviços de Distribuição;https://s3-symbol-logo.tradingview.com/guararapes--big.svg;False
HAGA3;1,75;;23,95;-0,41;0,31;21,27;-5,59;3,01;-12,92;7,67;17,69;;0,72;0,59;-2,80;2,46;-1,70;1,30;6,17;-0,76;1,76;0,43;4,63;-19,07;7.353,05;-4,30;0,07;-0,32;16.144.333,53;HAGA3;Haga;1,85;+1,65%;HAGA3;Consumo Duráveis;https://s3-symbol-logo.tradingview.com/haga-s-a-on--big.svg;False
HAGA4;1,16;;15,88;-0,27;0,21;21,27;-5,59;3,01;-8,56;7,67;17,69;;0,48;0,39;-1,86;2,46;-1,70;1,30;6,17;-0,76;1,76;0,43;4,63;-19,07;6.481,05;-4,30;0,07;-0,21;16.144.333,53;HAGA4;Haga;1,16;+0,00%;HAGA4;Consumo Duráveis;https://s3-symbol-logo.tradingview.com/haga-s-a-on--big.svg;False
HAPV3;38,09;;-40,00;0,39;0,26;13,87;4,65;-1,62;13,96;16,53;2,58;0,07;0,65;3,05;-0,31;2,05;-0,99;-0,64;2,16;0,65;0,35;0,40;38,69;;159.244.722,14;96,64;-0,95;2,59;19.145.210.371,56;HAPV3;Hapvida;38,64;+1,31%;HAPV3;Serviços de Saúde;https://s3-symbol-logo.tradingview.com/hapvida--big.svg;False
HBOR3;3,56;2,84;9,49;0,33;0,07;33,57;16,64;4,06;2,31;9,74;7,43;1,05;0,39;0,26;-0,15;2,31;3,44;0,78;3,94;0,23;0,56;0,19;-0,32;;4.389.510,45;10,92;0,38;-2,04;476.509.816,32;HBOR3;Helbor;3,59;-0,28%;HBOR3;Consumo Duráveis;https://s3-symbol-logo.tradingview.com/helbor--big.svg;False
